species,order,divergence_bin_start_pct,hit_count,hit_bp,species_total_hit_bp,fraction_species_hit_bp,percent_species_hit_bp
auriculatus,Maverick,8,92,24318,59881587,0.0004061014615394,0.0406101461539421
auriculatus,Maverick,9,82,26323,59881587,0.0004395842080805,0.0439584208080524
auriculatus,Maverick,10,94,27535,59881587,0.000459824152623,0.0459824152623075
auriculatus,Maverick,11,73,27925,59881587,0.0004663370060649,0.0466337006064986
auriculatus,Maverick,12,82,20357,59881587,0.0003399542500435,0.0339954250043506
auriculatus,Maverick,13,50,12398,59881587,0.0002070419409559,0.0207041940955906
auriculatus,Maverick,14,51,12489,59881587,0.000208561606759,0.0208561606759019
auriculatus,Maverick,15,46,10664,59881587,0.0001780847925757,0.0178084792575721
auriculatus,Maverick,16,38,10517,59881587,0.0001756299478168,0.0175629947816847
auriculatus,Maverick,17,30,7910,59881587,0.0001320940275013,0.0132094027501308
auriculatus,Maverick,18,23,6581,59881587,0.0001099002269261,0.0109900226926183
auriculatus,Maverick,19,31,7039,59881587,0.0001175486548143,0.0117548654814375
auriculatus,Maverick,20,27,11273,59881587,0.0001882548637196,0.0188254863719627
auriculatus,Maverick,21,25,4870,59881587,8.13271699028284e-05,0.0081327169902828
auriculatus,Maverick,22,13,2943,59881587,4.914699405010759e-05,0.0049146994050107
auriculatus,Maverick,23,17,3126,59881587,5.220302528054242e-05,0.0052203025280542
auriculatus,Maverick,24,11,2134,59881587,3.563699806419626e-05,0.0035636998064196
auriculatus,Maverick,25,6,2046,59881587,3.416743113371394e-05,0.0034167431133713
auriculatus,Maverick,26,12,2849,59881587,4.757722937436511e-05,0.0047577229374365
auriculatus,Maverick,27,5,2062,59881587,3.443462512107436e-05,0.0034434625121074
auriculatus,Maverick,28,6,1506,59881587,2.5149634060299703e-05,0.0025149634060299
auriculatus,Maverick,29,5,1391,59881587,2.322917727614667e-05,0.0023229177276146
auriculatus,Maverick,30,4,1397,59881587,2.3329375021406832e-05,0.0023329375021406
auriculatus,Maverick,32,3,759,59881587,1.2675014775410013e-05,0.001267501477541
auriculatus,PLE,2,1,41,59881587,6.846845926110809e-07,6.846845926110809e-05
auriculatus,PLE,4,1,41,59881587,6.846845926110809e-07,6.846845926110809e-05
auriculatus,PLE,7,1,64,59881587,1.0687759494416874e-06,0.0001068775949441
auriculatus,PLE,8,2,202,59881587,3.3733240904253256e-06,0.0003373324090425
auriculatus,PLE,9,3,127,59881587,2.120852274673348e-06,0.0002120852274673
auriculatus,PLE,10,2,444,59881587,7.414633149251706e-06,0.0007414633149251
auriculatus,PLE,11,2,267,59881587,4.458799664077039e-06,0.0004458799664077
auriculatus,PLE,13,1,99,59881587,1.65326279679261e-06,0.0001653262796792
auriculatus,PLE,14,5,290,59881587,4.842891020907646e-06,0.0004842891020907
auriculatus,PLE,15,1,56,59881587,9.351789557614764e-07,9.351789557614764e-05
auriculatus,PLE,16,3,332,59881587,5.544275237728753e-06,0.0005544275237728
auriculatus,PLE,17,5,595,59881587,9.936276404965687e-06,0.0009936276404965
auriculatus,PLE,18,4,231,59881587,3.85761319251609e-06,0.0003857613192516
auriculatus,PLE,19,3,255,59881587,4.258404173556723e-06,0.0004258404173556
auriculatus,PLE,20,7,766,59881587,1.2791912144880196e-05,0.001279191214488
auriculatus,PLE,21,6,1042,59881587,1.740100842684747e-05,0.0017401008426847
auriculatus,PLE,22,8,678,59881587,1.1322345214397874e-05,0.0011322345214397
auriculatus,PLE,23,2,375,59881587,6.262359078759886e-06,0.0006262359078759
auriculatus,PLE,24,9,769,59881587,1.2842011017510272e-05,0.001284201101751
auriculatus,PLE,25,7,805,59881587,1.3443197489071224e-05,0.0013443197489071
auriculatus,PLE,26,8,1907,59881587,3.184618336852028e-05,0.003184618336852
auriculatus,PLE,27,6,1770,59881587,2.9558334851746663e-05,0.0029558334851746
auriculatus,PLE,28,2,971,59881587,1.62153351079356e-05,0.0016215335107935
auriculatus,PLE,29,3,1075,59881587,1.7952096025778343e-05,0.0017952096025778
auriculatus,PLE,30,1,224,59881587,3.7407158230459057e-06,0.0003740715823045
auriculatus,PLE,31,3,385,59881587,6.429355320860151e-06,0.000642935532086
auriculatus,PLE,32,1,80,59881587,1.335969936802109e-06,0.0001335969936802
auriculatus,PLE,33,3,606,59881587,1.0119972271275976e-05,0.0010119972271275
auriculatus,PLE,34,1,128,59881587,2.1375518988833748e-06,0.0002137551898883
auriculatus,PLE,35,1,146,59881587,2.438145134663849e-06,0.0002438145134663
auriculatus,SINE,0,23,3041,59881587,5.0783557222690175e-05,0.005078355722269
auriculatus,SINE,1,28,4553,59881587,7.603338902825004e-05,0.007603338902825
auriculatus,SINE,2,45,8687,59881587,0.0001450696355124,0.0145069635512499
auriculatus,SINE,3,48,8762,59881587,0.0001463221073282,0.014632210732825
auriculatus,SINE,4,73,16658,59881587,0.0002781823400906,0.0278182340090619
auriculatus,SINE,5,87,21460,59881587,0.0003583739355471,0.0358373935547165
auriculatus,SINE,6,84,19783,59881587,0.0003303686657469,0.0330368665746951
auriculatus,SINE,7,123,25039,59881587,0.0004181418905948,0.041814189059485
auriculatus,SINE,8,123,21381,59881587,0.0003570546652345,0.0357054665234573
auriculatus,SINE,9,120,25197,59881587,0.00042078043122,0.0420780431220034
auriculatus,SINE,10,164,31419,59881587,0.0005246854930548,0.0524685493054818
auriculatus,SINE,11,143,24364,59881587,0.000406869644253,0.0406869644253082
auriculatus,SINE,12,126,24135,59881587,0.0004030454303089,0.0403045430308986
auriculatus,SINE,13,139,26221,59881587,0.0004378808464111,0.0437880846411101
auriculatus,SINE,14,115,19881,59881587,0.0003320052289195,0.0332005228919534
auriculatus,SINE,15,111,21502,59881587,0.0003590753197639,0.0359075319763986
auriculatus,SINE,16,143,21601,59881587,0.0003607285825607,0.0360728582560779
auriculatus,SINE,17,129,23592,59881587,0.0003939775343629,0.0393977534362941
auriculatus,SINE,18,110,19030,59881587,0.0003177938487168,0.0317793848716801
auriculatus,SINE,19,108,16651,59881587,0.0002780654427211,0.0278065442721149
auriculatus,SINE,20,93,14063,59881587,0.0002348468152656,0.02348468152656
auriculatus,SINE,21,100,15540,59881587,0.0002595121602238,0.0259512160223809
auriculatus,SINE,22,98,13289,59881587,0.000221921306127,0.022192130612704
auriculatus,SINE,23,79,10867,59881587,0.0001814748162903,0.0181474816290356
auriculatus,SINE,24,72,9914,59881587,0.0001655600744182,0.0165560074418201
auriculatus,SINE,25,66,10307,59881587,0.0001721230267327,0.0172123026732741
auriculatus,SINE,26,46,7084,59881587,0.0001183001379038,0.0118300137903826
auriculatus,SINE,27,48,7856,59881587,0.0001311922477939,0.0131192247793967
auriculatus,SINE,28,23,4571,59881587,7.63339822640305e-05,0.007633398226403
auriculatus,SINE,29,12,2445,59881587,4.083058119351446e-05,0.0040830581193514
auriculatus,SINE,30,13,2743,59881587,4.580706920810232e-05,0.0045807069208102
auriculatus,SINE,31,6,934,59881587,1.5597449012164625e-05,0.0015597449012164
auriculatus,SINE,32,4,850,59881587,1.419468057852241e-05,0.0014194680578522
auriculatus,TIR,0,229,38390,59881587,0.0006410985734229,0.0641098573422912
auriculatus,TIR,1,315,78940,59881587,0.0013182683351394,0.1318268335139481
auriculatus,TIR,2,743,166001,59881587,0.0027721543184885,0.2772154318488586
auriculatus,TIR,3,837,192843,59881587,0.0032204056315341,0.3220405631534114
auriculatus,TIR,4,1159,257887,59881587,0.004306615988651,0.4306615988651068
auriculatus,TIR,5,1441,304694,59881587,0.0050882752990497,0.5088275299049774
auriculatus,TIR,6,1702,335222,59881587,0.0055980814269334,0.5598081426933458
auriculatus,TIR,7,2135,417234,59881587,0.0069676510076461,0.696765100764614
auriculatus,TIR,8,2183,436609,59881587,0.0072912062267154,0.7291206226715401
auriculatus,TIR,9,2454,473906,59881587,0.0079140521108767,0.7914052110876754
auriculatus,TIR,10,2739,522692,59881587,0.0087287599775871,0.87287599775871
auriculatus,TIR,11,2856,548233,59881587,0.0091552850795353,0.9155285079535384
auriculatus,TIR,12,2896,541601,59881587,0.0090445331717744,0.9044533171774488
auriculatus,TIR,13,2843,538119,59881587,0.0089863850802751,0.8986385080275177
auriculatus,TIR,14,2982,573193,59881587,0.0095721076998176,0.957210769981764
auriculatus,TIR,15,2921,543477,59881587,0.0090758616667924,0.90758616667925
auriculatus,TIR,16,2794,515569,59881587,0.008609808554339,0.8609808554339083
auriculatus,TIR,17,2787,517622,59881587,0.0086440928828422,0.8644092882842267
auriculatus,TIR,18,2579,485642,59881587,0.0081100389006056,0.8110038900605623
auriculatus,TIR,19,2415,459357,59881587,0.007671089278245,0.767108927824508
auriculatus,TIR,20,2403,454199,59881587,0.0075849526165697,0.7584952616569764
auriculatus,TIR,21,2051,388681,59881587,0.0064908266375772,0.6490826637577257
auriculatus,TIR,22,1838,365525,59881587,0.0061041301393698,0.6104130139369887
auriculatus,TIR,23,1611,312858,59881587,0.0052246110311004,0.5224611031100428
auriculatus,TIR,24,1277,249847,59881587,0.0041723510100024,0.4172351010002457
auriculatus,TIR,25,1168,226207,59881587,0.0037775718936774,0.3777571893677434
auriculatus,TIR,26,828,170239,59881587,0.0028429273258906,0.2842927325890678
auriculatus,TIR,27,646,128777,59881587,0.0021505275068945,0.2150527506894565
auriculatus,TIR,28,504,103150,59881587,0.0017225662372642,0.1722566237264219
auriculatus,TIR,29,347,73925,59881587,0.0012345197197261,0.1234519719726199
auriculatus,TIR,30,231,50883,59881587,0.0008497269786787,0.0849726978678771
auriculatus,TIR,31,147,29229,59881587,0.0004881133160348,0.048811331603486
auriculatus,TIR,32,98,21167,59881587,0.0003534809456536,0.0353480945653628
auriculatus,TIR,33,58,11871,59881587,0.0001982412389972,0.0198241238997222
auriculatus,TIR,34,30,6533,59881587,0.0001090986449641,0.0109098644964102
auriculatus,TIR,35,13,3003,59881587,5.014897150270917e-05,0.0050148971502709
auriculatus,TIR,36,5,1335,59881587,2.22939983203852e-05,0.0022293998320385
auriculatus,TIR,37,5,827,59881587,1.3810589221691803e-05,0.0013810589221691
auriculatus,TIR,39,1,168,59881587,2.805536867284429e-06,0.0002805536867284
auriculatus,Transposon Derivatives,0,4,370,59881587,6.178860957709755e-06,0.0006178860957709
auriculatus,Transposon Derivatives,1,3,896,59881587,1.4962863292183625e-05,0.0014962863292183
auriculatus,Transposon Derivatives,2,7,1408,59881587,2.351307088771712e-05,0.0023513070887717
auriculatus,Transposon Derivatives,3,19,2661,59881587,4.443770002288015e-05,0.004443770002288
auriculatus,Transposon Derivatives,4,9,1919,59881587,3.2046578859040594e-05,0.003204657885904
auriculatus,Transposon Derivatives,5,27,3591,59881587,5.996835053820468e-05,0.0059968350538204
auriculatus,Transposon Derivatives,6,27,5398,59881587,9.014457148572232e-05,0.0090144571485722
auriculatus,Transposon Derivatives,7,31,4478,59881587,7.478091721249806e-05,0.0074780917212498
auriculatus,Transposon Derivatives,8,38,7379,59881587,0.0001232265270457,0.0123226527045784
auriculatus,Transposon Derivatives,9,44,8003,59881587,0.0001336470925528,0.013364709255284
auriculatus,Transposon Derivatives,10,57,9559,59881587,0.0001596317078236,0.0159631707823642
auriculatus,Transposon Derivatives,11,55,9853,59881587,0.0001645413973413,0.0164541397341389
auriculatus,Transposon Derivatives,12,54,10082,59881587,0.0001683656112854,0.0168365611285485
auriculatus,Transposon Derivatives,13,47,7106,59881587,0.0001186675296364,0.0118667529636447
auriculatus,Transposon Derivatives,14,40,6523,59881587,0.000108931648722,0.0108931648722001
auriculatus,Transposon Derivatives,15,51,8758,59881587,0.0001462553088314,0.014625530883141
auriculatus,Transposon Derivatives,16,36,5536,59881587,9.244911962670596e-05,0.0092449119626705
auriculatus,Transposon Derivatives,17,53,9391,59881587,0.0001568261709563,0.0156826170956357
auriculatus,Transposon Derivatives,18,39,6415,59881587,0.0001071280893073,0.0107128089307319
auriculatus,Transposon Derivatives,19,58,11996,59881587,0.0002003286920234,0.0200328692023476
auriculatus,Transposon Derivatives,20,35,5260,59881587,8.784002334473867e-05,0.0087840023344738
auriculatus,Transposon Derivatives,21,60,10923,59881587,0.0001824099952461,0.0182409995246118
auriculatus,Transposon Derivatives,22,39,6874,59881587,0.0001147932168197,0.0114793216819721
auriculatus,Transposon Derivatives,23,36,6594,59881587,0.0001101173220409,0.0110117322040913
auriculatus,Transposon Derivatives,24,41,7883,59881587,0.0001316431376476,0.0131643137647637
auriculatus,Transposon Derivatives,25,27,5500,59881587,9.1847933155145e-05,0.0091847933155145
auriculatus,Transposon Derivatives,26,22,3882,59881587,6.482794118332234e-05,0.0064827941183322
auriculatus,Transposon Derivatives,27,13,2042,59881587,3.410063263687384e-05,0.0034100632636873
auriculatus,Transposon Derivatives,28,11,1742,59881587,2.9090745373865925e-05,0.0029090745373865
auriculatus,Transposon Derivatives,29,3,354,59881587,5.911666970349333e-06,0.0005911666970349
auriculatus,Transposon Derivatives,30,3,526,59881587,8.784002334473868e-06,0.0008784002334473
auriculatus,Transposon Derivatives,31,2,402,59881587,6.713248932430598e-06,0.000671324893243
auriculatus,Transposon Derivatives,32,1,137,59881587,2.287848516773612e-06,0.0002287848516773
auriculatus,Transposon Derivatives,33,1,204,59881587,3.4067233388453784e-06,0.0003406723338845
auriculatus,Unclassified,0,26,4130,59881587,6.896944798740888e-05,0.0068969447987408
auriculatus,Unclassified,1,34,8688,59881587,0.0001450863351367,0.0145086335136709
auriculatus,Unclassified,2,49,8910,59881587,0.0001487936517113,0.0148793651711334
auriculatus,Unclassified,3,76,10497,59881587,0.0001752959553326,0.0175295955332646
auriculatus,Unclassified,4,94,15433,59881587,0.0002577253004333,0.0257725300433336
auriculatus,Unclassified,5,149,23426,59881587,0.000391205396744,0.0391205396744077
auriculatus,Unclassified,6,216,36179,59881587,0.0006041757042945,0.0604175704294543
auriculatus,Unclassified,7,255,43564,59881587,0.0007275024290855,0.0727502429085588
auriculatus,Unclassified,8,294,46892,59881587,0.0007830787784565,0.0783078778456556
auriculatus,Unclassified,9,375,69982,59881587,0.001168673101466,0.1168673101466065
auriculatus,Unclassified,10,447,78634,59881587,0.0013131582501312,0.1313158250131213
auriculatus,Unclassified,11,426,76527,59881587,0.0012779721419206,0.1277972141920687
auriculatus,Unclassified,12,513,88597,59881587,0.0014795366061357,0.1479536606135705
auriculatus,Unclassified,13,521,91646,59881587,0.001530453760352,0.1530453760352076
auriculatus,Unclassified,14,474,80166,59881587,0.0013387420744209,0.1338742074420973
auriculatus,Unclassified,15,528,89186,59881587,0.0014893726847954,0.1489372684795411
auriculatus,Unclassified,16,503,83578,59881587,0.0013957211922255,0.1395721192225583
auriculatus,Unclassified,17,494,87304,59881587,0.0014579439920321,0.1457943992032141
auriculatus,Unclassified,18,418,70603,59881587,0.0011790435681004,0.1179043568100491
auriculatus,Unclassified,19,389,70378,59881587,0.0011752861526532,0.1175286152653235
auriculatus,Unclassified,20,382,61339,59881587,0.0010243382494188,0.1024338249418807
auriculatus,Unclassified,21,348,58620,59881587,0.0009789319711917,0.0978931971191745
auriculatus,Unclassified,22,373,65562,59881587,0.0010948607624577,0.1094860762457748
auriculatus,Unclassified,23,286,53621,59881587,0.0008954505497658,0.0895450549765823
auriculatus,Unclassified,24,238,45993,59881587,0.0007680658162917,0.0768065816291742
auriculatus,Unclassified,25,254,59351,59881587,0.0009911393964892,0.0991139396489274
auriculatus,Unclassified,26,195,50177,59881587,0.0008379370439864,0.0837937043986492
auriculatus,Unclassified,27,143,35135,59881587,0.0005867412966192,0.0586741296619276
auriculatus,Unclassified,28,95,20402,59881587,0.0003407057331329,0.0340705733132957
auriculatus,Unclassified,29,77,16972,59881587,0.0002834260220925,0.0283426022092567
auriculatus,Unclassified,30,63,14371,59881587,0.0002399902995222,0.0239990299522288
auriculatus,Unclassified,31,45,10328,59881587,0.0001724737188411,0.0172473718841152
auriculatus,Unclassified,32,27,9103,59881587,0.0001520166791838,0.015201667918387
auriculatus,Unclassified,33,27,6440,59881587,0.0001075455799125,0.0107545579912569
auriculatus,Unclassified,34,6,1032,59881587,1.7234012184747207e-05,0.0017234012184747
auriculatus,Unclassified,35,5,1424,59881587,2.3780264875077546e-05,0.0023780264875077
auriculatus,Unclassified,36,1,312,59881587,5.210282753528225e-06,0.0005210282753528
auriculatus,Unclassified,37,2,502,59881587,8.383211353433235e-06,0.0008383211353433
auriculatus,Unclassified,38,1,138,59881587,2.3045481409836385e-06,0.0002304548140983
auriculatus,YR,0,1,34,59881587,5.677872231408964e-07,5.677872231408964e-05
auriculatus,YR,1,3,1859,59881587,3.104460140643901e-05,0.0031044601406439
auriculatus,YR,2,1,34,59881587,5.677872231408964e-07,5.677872231408964e-05
auriculatus,YR,3,7,1056,59881587,1.7634803165787842e-05,0.0017634803165787
auriculatus,YR,4,3,230,59881587,3.840913568306064e-06,0.0003840913568306
auriculatus,YR,5,8,970,59881587,1.6198635483725575e-05,0.0016198635483725
auriculatus,YR,6,10,1429,59881587,2.386376299612768e-05,0.0023863762996127
auriculatus,YR,7,12,2046,59881587,3.416743113371394e-05,0.0034167431133713
auriculatus,YR,8,29,4536,59881587,7.574949541667959e-05,0.0075749495416679
auriculatus,YR,9,18,3647,59881587,6.090352949396615e-05,0.0060903529493966
auriculatus,YR,10,27,4480,59881587,7.481431646091812e-05,0.0074814316460918
auriculatus,YR,11,22,3770,59881587,6.295758327179939e-05,0.0062957583271799
auriculatus,YR,12,32,5484,59881587,9.158073916778458e-05,0.0091580739167784
auriculatus,YR,13,27,4392,59881587,7.334474953043579e-05,0.0073344749530435
auriculatus,YR,14,19,3186,59881587,5.3205002733144e-05,0.0053205002733143
auriculatus,YR,15,36,4970,59881587,8.299713232383103e-05,0.0082997132323831
auriculatus,YR,16,24,3098,59881587,5.173543580266168e-05,0.0051735435802661
auriculatus,YR,17,20,2764,59881587,4.615776131651287e-05,0.0046157761316512
auriculatus,YR,18,10,1896,59881587,3.166248750220998e-05,0.0031662487502209
auriculatus,YR,19,12,1455,59881587,2.429795322558836e-05,0.0024297953225588
auriculatus,YR,20,14,2243,59881587,3.7457257103089135e-05,0.0037457257103089
auriculatus,YR,21,10,1306,59881587,2.180970921829443e-05,0.0021809709218294
auriculatus,YR,22,11,2855,59881587,4.767742711962527e-05,0.0047677427119625
auriculatus,YR,23,9,1223,59881587,2.0423640408862243e-05,0.0020423640408862
auriculatus,YR,24,2,247,59881587,4.124807179876512e-06,0.0004124807179876
