species,order,divergence_bin_start_pct,hit_count,hit_bp,species_total_hit_bp,fraction_species_hit_bp,percent_species_hit_bp
aureatus,PLE,19,9,1332,56307548,2.365579833098042e-05,0.002365579833098
aureatus,PLE,20,12,1846,56307548,3.2784237026268665e-05,0.0032784237026268
aureatus,PLE,21,8,842,56307548,1.4953590236250387e-05,0.001495359023625
aureatus,PLE,22,13,2210,56307548,3.924873446806812e-05,0.0039248734468068
aureatus,PLE,23,7,1101,56307548,1.9553328800607693e-05,0.0019553328800607
aureatus,PLE,24,11,1443,56307548,2.5627114858562125e-05,0.0025627114858562
aureatus,PLE,25,12,3028,56307548,5.37760941037603e-05,0.005377609410376
aureatus,PLE,26,7,1087,56307548,1.9304694283615405e-05,0.0019304694283615
aureatus,PLE,27,7,2166,56307548,3.846731170037808e-05,0.0038467311700378
aureatus,PLE,28,6,1134,56307548,2.0139395876375224e-05,0.0020139395876375
aureatus,PLE,29,5,905,56307548,1.6072445562715678e-05,0.0016072445562715
aureatus,PLE,30,11,3041,56307548,5.4006969012396e-05,0.0054006969012395
aureatus,PLE,31,3,386,56307548,6.855208825644477e-06,0.0006855208825644
aureatus,PLE,32,4,501,56307548,8.897563786652546e-06,0.0008897563786652
aureatus,PLE,35,1,378,56307548,6.713131958791741e-06,0.0006713131958791
aureatus,SINE,0,31,1646,56307548,2.923231535495028e-05,0.002923231535495
aureatus,SINE,1,26,3776,56307548,6.706028115449104e-05,0.0067060281154491
aureatus,SINE,2,49,10699,56307548,0.0001900100498071,0.0190010049807176
aureatus,SINE,3,66,14995,56307548,0.000266305327307,0.0266305327307095
aureatus,SINE,4,91,20987,56307548,0.0003727209005797,0.0372720900579794
aureatus,SINE,5,117,23913,56307548,0.0004246855146311,0.0424685514631182
aureatus,SINE,6,160,29570,56307548,0.0005251516191044,0.0525151619104422
aureatus,SINE,7,139,25158,56307548,0.0004467962270351,0.0446796227035139
aureatus,SINE,8,167,29365,56307548,0.0005215108993913,0.0521510899391321
aureatus,SINE,9,166,28200,56307548,0.0005008209556558,0.0500820955655891
aureatus,SINE,10,191,33272,56307548,0.0005908976892405,0.0590897689240525
aureatus,SINE,11,149,25290,56307548,0.0004491404953382,0.0449140495338209
aureatus,SINE,12,171,27384,56307548,0.0004863291152369,0.0486329115236912
aureatus,SINE,13,145,24185,56307548,0.0004295161281041,0.0429516128104175
aureatus,SINE,14,141,23276,56307548,0.000413372644108,0.0413372644108033
aureatus,SINE,15,155,27426,56307548,0.0004870750187878,0.0487075018787889
aureatus,SINE,16,132,20822,56307548,0.0003697905652009,0.0369790565200956
aureatus,SINE,17,117,16635,56307548,0.0002954310850119,0.0295431085011906
aureatus,SINE,18,112,17831,56307548,0.0003166715766063,0.031667157660639
aureatus,SINE,19,100,13816,56307548,0.0002453667490546,0.0245366749054673
aureatus,SINE,20,107,17470,56307548,0.0003102603579896,0.031026035798966
aureatus,SINE,21,104,14239,56307548,0.0002528790633895,0.0252879063389512
aureatus,SINE,22,90,14611,56307548,0.0002594856376981,0.0259485637698164
aureatus,SINE,23,85,12886,56307548,0.000228850313283,0.0228850313283043
aureatus,SINE,24,65,11950,56307548,0.0002122273198612,0.0212227319861273
aureatus,SINE,25,43,6612,56307548,0.0001174265304537,0.0117426530453785
aureatus,SINE,26,37,5533,56307548,9.826391303702304e-05,0.0098263913037023
aureatus,SINE,27,35,4571,56307548,8.117916979798161e-05,0.0081179169797981
aureatus,SINE,28,31,4322,56307548,7.675702731719023e-05,0.007675702731719
aureatus,SINE,29,18,3275,56307548,5.81627173678385e-05,0.0058162717367838
aureatus,SINE,30,10,1956,56307548,3.473779394549377e-05,0.0034737793945493
aureatus,SINE,31,15,2724,56307548,4.837717316335636e-05,0.0048377173163356
aureatus,SINE,32,4,770,56307548,1.3674898434575767e-05,0.0013674898434575
aureatus,SINE,33,7,1973,56307548,3.503970728755584e-05,0.0035039707287555
aureatus,SINE,34,1,228,56307548,4.049190705302956e-06,0.0004049190705302
aureatus,SINE,36,1,128,56307548,2.2732298696437645e-06,0.0002273229869643
aureatus,TIR,0,319,33607,56307548,0.0005968471580399,0.0596847158039984
aureatus,TIR,1,327,75364,56307548,0.0013384351241861,0.1338435124186192
aureatus,TIR,2,742,159338,56307548,0.0028297804763226,0.2829780476322641
aureatus,TIR,3,938,196296,56307548,0.0034861400819655,0.3486140081965565
aureatus,TIR,4,1152,250046,56307548,0.0044407190311323,0.4440719031132381
aureatus,TIR,5,1563,305148,56307548,0.0054193089707973,0.5419308970797307
aureatus,TIR,6,1882,371319,56307548,0.0065944800153613,0.659448001536135
aureatus,TIR,7,2097,418108,56307548,0.0074254343307579,0.742543433075793
aureatus,TIR,8,2519,485229,56307548,0.0086174770032607,0.8617477003260735
aureatus,TIR,9,2605,520373,56307548,0.0092416206793448,0.9241620679344802
aureatus,TIR,10,2955,568345,56307548,0.0100935846114272,1.0093584611427229
aureatus,TIR,11,3031,584841,56307548,0.0103865471108775,1.0386547110877569
aureatus,TIR,12,3007,577607,56307548,0.0102580741040259,1.0258074104025985
aureatus,TIR,13,2922,556308,56307548,0.0098798122056389,0.9879812205638931
aureatus,TIR,14,2988,557806,56307548,0.0099064160989571,0.9906416098957106
aureatus,TIR,15,2910,544673,56307548,0.0096731791624099,0.9673179162409984
aureatus,TIR,16,2886,539003,56307548,0.0095724821830281,0.9572482183028108
aureatus,TIR,17,2668,498624,56307548,0.0088553669571972,0.8855366957197284
aureatus,TIR,18,2652,489540,56307548,0.008694038674886,0.8694038674886002
aureatus,TIR,19,2450,482016,56307548,0.008560415381611,0.8560415381611005
aureatus,TIR,20,2443,468684,56307548,0.0083236442830009,0.8323644283000922
aureatus,TIR,21,2045,409937,56307548,0.0072803205708762,0.7280320570876216
aureatus,TIR,22,2019,401266,56307548,0.0071263270068162,0.7126327006816209
aureatus,TIR,23,1676,345161,56307548,0.0061299241799696,0.612992417996962
aureatus,TIR,24,1474,315544,56307548,0.0056039378592724,0.5603937859272436
aureatus,TIR,25,1184,246222,56307548,0.0043728062887767,0.4372806288776773
aureatus,TIR,26,928,202958,56307548,0.0036044545928371,0.360445459283718
aureatus,TIR,27,715,160238,56307548,0.0028457641238435,0.2845764123843574
aureatus,TIR,28,496,111411,56307548,0.0019786157266162,0.1978615726616261
aureatus,TIR,29,410,95273,56307548,0.0016920111669575,0.1692011166957581
aureatus,TIR,30,236,55199,56307548,0.0009803126216755,0.0980312621675516
aureatus,TIR,31,182,47906,56307548,0.0008507917979308,0.0850791797930892
aureatus,TIR,32,88,26514,56307548,0.0004708782559666,0.0470878255966677
aureatus,TIR,33,73,17697,56307548,0.0003142917890866,0.0314291789086607
aureatus,TIR,34,32,7951,56307548,0.0001412066460432,0.0141206646043262
aureatus,TIR,35,18,5198,56307548,9.231444423756474e-05,0.0092314444237564
aureatus,TIR,36,21,8777,56307548,0.0001558760825458,0.0155876082545807
aureatus,TIR,37,7,1525,56307548,2.708340274380266e-05,0.0027083402743802
aureatus,TIR,38,3,849,56307548,1.507790749474653e-05,0.0015077907494746
aureatus,TIR,40,1,272,56307548,4.830613472992999e-06,0.0004830613472992
aureatus,Transposon Derivatives,0,3,210,56307548,3.729517754884301e-06,0.0003729517754884
aureatus,Transposon Derivatives,1,3,304,56307548,5.39892094040394e-06,0.0005398920940403
aureatus,Transposon Derivatives,2,4,203,56307548,3.605200496388157e-06,0.0003605200496388
aureatus,Transposon Derivatives,3,3,232,56307548,4.120229138729323e-06,0.0004120229138729
aureatus,Transposon Derivatives,4,18,1641,56307548,2.914351731316732e-05,0.0029143517313167
aureatus,Transposon Derivatives,5,19,2265,56307548,4.022551292768067e-05,0.004022551292768
aureatus,Transposon Derivatives,6,22,3441,56307548,6.111081235503276e-05,0.0061110812355032
aureatus,Transposon Derivatives,7,19,3451,56307548,6.128840843859867e-05,0.0061288408438598
aureatus,Transposon Derivatives,8,33,5313,56307548,9.435679919857282e-05,0.0094356799198572
aureatus,Transposon Derivatives,9,39,6156,56307548,0.0001093281490431,0.0109328149043179
aureatus,Transposon Derivatives,10,38,5849,56307548,0.0001038759492777,0.0103875949277706
aureatus,Transposon Derivatives,11,40,7177,56307548,0.0001274607091752,0.012746070917526
aureatus,Transposon Derivatives,12,57,9224,56307548,0.0001638146274812,0.0163814627481203
aureatus,Transposon Derivatives,13,41,7273,56307548,0.0001291656315774,0.0129165631577492
aureatus,Transposon Derivatives,14,40,7666,56307548,0.0001361451576616,0.0136145157661633
aureatus,Transposon Derivatives,15,50,7593,56307548,0.0001348487062516,0.0134848706251602
aureatus,Transposon Derivatives,16,42,9164,56307548,0.0001627490509798,0.0162749050979808
aureatus,Transposon Derivatives,17,40,8932,56307548,0.000158628821841,0.0158628821841078
aureatus,Transposon Derivatives,18,46,8462,56307548,0.0001502818059134,0.015028180591348
aureatus,Transposon Derivatives,19,64,11676,56307548,0.0002073611871715,0.0207361187171567
aureatus,Transposon Derivatives,20,50,10362,56307548,0.000184025061791,0.0184025061791005
aureatus,Transposon Derivatives,21,35,8215,56307548,0.0001458951826494,0.0145895182649402
aureatus,Transposon Derivatives,22,45,8889,56307548,0.0001578651586817,0.0157865158681745
aureatus,Transposon Derivatives,23,39,7994,56307548,0.0001419703092025,0.0141970309202595
aureatus,Transposon Derivatives,24,42,9728,56307548,0.0001727654700929,0.0172765470092926
aureatus,Transposon Derivatives,25,34,6679,56307548,0.0001186164242136,0.0118616424213677
aureatus,Transposon Derivatives,26,34,7312,56307548,0.0001298582563034,0.01298582563034
aureatus,Transposon Derivatives,27,15,3065,56307548,5.44331996129542e-05,0.0054433199612954
aureatus,Transposon Derivatives,28,10,1982,56307548,3.519954376276516e-05,0.0035199543762765
aureatus,Transposon Derivatives,29,7,1278,56307548,2.269677947972446e-05,0.0022696779479724
aureatus,Transposon Derivatives,30,7,1239,56307548,2.200415475381737e-05,0.0022004154753817
aureatus,Transposon Derivatives,31,2,374,56307548,6.642093525365374e-06,0.0006642093525365
aureatus,Transposon Derivatives,32,5,595,56307548,1.0566966972172185e-05,0.0010566966972172
aureatus,Transposon Derivatives,33,2,365,56307548,6.482257050156047e-06,0.0006482257050156
aureatus,Unclassified,0,28,3985,56307548,7.077203930101876e-05,0.0070772039301018
aureatus,Unclassified,1,14,3302,56307548,5.864222679346648e-05,0.0058642226793466
aureatus,Unclassified,2,62,10559,56307548,0.0001875237046372,0.0187523704637253
aureatus,Unclassified,3,78,9885,56307548,0.0001755537286049,0.0175553728604911
aureatus,Unclassified,4,119,16470,56307548,0.000292500749633,0.0292500749633068
aureatus,Unclassified,5,222,31366,56307548,0.0005570478757128,0.0557047875712861
aureatus,Unclassified,6,260,36632,56307548,0.0006505699733186,0.0650569973318674
aureatus,Unclassified,7,344,52068,56307548,0.000924707287911,0.0924707287911027
aureatus,Unclassified,8,464,68221,56307548,0.001211578241695,0.1211578241695056
aureatus,Unclassified,9,476,86601,56307548,0.0015379998432892,0.1537999843289215
aureatus,Unclassified,10,644,112261,56307548,0.0019937113937193,0.1993711393719364
aureatus,Unclassified,11,684,132082,56307548,0.0023457245909553,0.2345724590955372
aureatus,Unclassified,12,635,127287,56307548,0.0022605672688855,0.2260567268885514
aureatus,Unclassified,13,610,103795,56307548,0.0018433585493724,0.1843358549372457
aureatus,Unclassified,14,635,108836,56307548,0.001932884735098,0.1932884735098037
aureatus,Unclassified,15,604,104524,56307548,0.0018563053038644,0.1856305303864412
aureatus,Unclassified,16,578,95762,56307548,0.0017006956154439,0.1700695615443954
aureatus,Unclassified,17,557,103103,56307548,0.0018310689003896,0.1831068900389695
aureatus,Unclassified,18,564,107034,56307548,0.0019008819208394,0.1900881920839458
aureatus,Unclassified,19,481,86997,56307548,0.0015450326481984,0.1545032648198426
aureatus,Unclassified,20,488,99144,56307548,0.0017607586109059,0.1760758610905948
aureatus,Unclassified,21,362,67735,56307548,0.0012029470720337,0.1202947072033752
aureatus,Unclassified,22,388,67786,56307548,0.0012038528120599,0.1203852812059939
aureatus,Unclassified,23,312,65237,56307548,0.0011585835703589,0.1158583570358986
aureatus,Unclassified,24,311,69822,56307548,0.0012400113746739,0.124001137467396
aureatus,Unclassified,25,248,54005,56307548,0.0009591076492977,0.0959107649297746
aureatus,Unclassified,26,185,45174,56307548,0.0008022725479006,0.0802272547900682
aureatus,Unclassified,27,160,37154,56307548,0.0006598404888808,0.0659840488880815
aureatus,Unclassified,28,109,24785,56307548,0.0004401718931181,0.044017189311813
aureatus,Unclassified,29,108,25051,56307548,0.0004448959489409,0.0444895948940983
aureatus,Unclassified,30,63,16475,56307548,0.0002925895476748,0.0292589547674851
aureatus,Unclassified,31,37,12270,56307548,0.0002179103945353,0.0217910394535382
aureatus,Unclassified,32,39,18642,56307548,0.0003310746189835,0.0331074618983586
aureatus,Unclassified,33,34,12009,56307548,0.0002132751367543,0.0213275136754312
aureatus,Unclassified,34,25,8853,56307548,0.0001572258127809,0.0157225812780908
aureatus,Unclassified,35,8,3381,56307548,6.004523585363725e-05,0.0060045235853637
aureatus,Unclassified,36,2,667,56307548,1.1845658773846804e-05,0.0011845658773846
aureatus,Unclassified,38,2,353,56307548,6.269141749876944e-06,0.0006269141749876
aureatus,YR,1,4,1396,56307548,2.4792413265802306e-05,0.0024792413265802
aureatus,YR,2,4,501,56307548,8.897563786652546e-06,0.0008897563786652
aureatus,YR,3,4,790,56307548,1.4030090601707609e-05,0.0014030090601707
aureatus,YR,4,7,3775,56307548,6.704252154613446e-05,0.0067042521546134
aureatus,YR,5,19,6054,56307548,0.0001075166689908,0.0107516668990807
aureatus,YR,6,15,5157,56307548,9.158630029494448e-05,0.0091586300294944
aureatus,YR,7,23,4001,56307548,7.105619303472422e-05,0.0071056193034724
aureatus,YR,8,21,3321,56307548,5.897965935224173e-05,0.0058979659352241
aureatus,YR,9,26,3833,56307548,6.807257883081678e-05,0.0068072578830816
aureatus,YR,10,30,4116,56307548,7.30985479957323e-05,0.0073098547995732
aureatus,YR,11,20,3179,56307548,5.645779496560568e-05,0.0056457794965605
aureatus,YR,12,30,4590,56307548,8.151660235675686e-05,0.0081516602356756
aureatus,YR,13,15,1956,56307548,3.473779394549377e-05,0.0034737793945493
aureatus,YR,14,28,3514,56307548,6.240726376506396e-05,0.0062407263765063
aureatus,YR,15,22,3225,56307548,5.7274736950008905e-05,0.0057274736950008
aureatus,YR,16,25,3654,56307548,6.489360893498683e-05,0.0064893608934986
aureatus,YR,17,14,2031,56307548,3.6069764572238166e-05,0.0036069764572238
aureatus,YR,18,18,2890,56307548,5.132526815055061e-05,0.005132526815055
aureatus,YR,19,17,2153,56307548,3.823643679174238e-05,0.0038236436791742
aureatus,YR,20,14,1918,56307548,3.406292882794328e-05,0.0034062928827943
aureatus,YR,21,11,1975,56307548,3.507522650426902e-05,0.0035075226504269
aureatus,YR,22,11,1727,56307548,3.067084363183423e-05,0.0030670843631834
aureatus,YR,23,9,1582,56307548,2.80957004201284e-05,0.0028095700420128
aureatus,YR,25,6,691,56307548,1.2271889374405009e-05,0.0012271889374405
aureatus,YR,26,3,436,56307548,7.743189243474072e-06,0.0007743189243474
aureatus,YR,27,1,211,56307548,3.7472773632408926e-06,0.000374727736324
aureatus,YR,28,2,197,56307548,3.498642846248606e-06,0.0003498642846248
aureatus,YR,29,2,318,56307548,5.647555457396227e-06,0.0005647555457396
aureatus,YR,30,1,209,56307548,3.711758146527709e-06,0.0003711758146527
auriculatus,DIRS,0,2,101,59881587,1.6866620452126628e-06,0.0001686662045212
auriculatus,DIRS,1,2,126,59881587,2.104152650463322e-06,0.0002104152650463
auriculatus,DIRS,2,3,611,59881587,1.020347039232611e-05,0.0010203470392326
auriculatus,DIRS,3,5,936,59881587,1.5630848260584676e-05,0.0015630848260584
auriculatus,DIRS,4,19,3720,59881587,6.212260206129807e-05,0.0062122602061298
auriculatus,DIRS,5,47,10289,59881587,0.0001718224334969,0.0171822433496961
auriculatus,DIRS,6,45,12066,59881587,0.0002014976657181,0.0201497665718178
auriculatus,DIRS,7,84,19182,59881587,0.0003203321915967,0.0320332191596725
auriculatus,DIRS,8,93,27179,59881587,0.0004538790864043,0.0453879086404306
auriculatus,DIRS,9,111,27444,59881587,0.0004583044868199,0.0458304486819963
auriculatus,DIRS,10,138,33709,59881587,0.0005629276324957,0.0562927632495778
auriculatus,DIRS,11,163,41052,59881587,0.00068555297307,0.0685552973070002
auriculatus,DIRS,12,173,43643,59881587,0.0007288216993981,0.072882169939818
auriculatus,DIRS,13,197,48853,59881587,0.0008158267415324,0.0815826741532418
auriculatus,DIRS,14,221,58262,59881587,0.0009729535057245,0.0972953505724556
auriculatus,DIRS,15,202,52620,59881587,0.0008787342259315,0.0878734225931587
auriculatus,DIRS,16,217,56498,59881587,0.000943495368618,0.0943495368618069
auriculatus,DIRS,17,205,54907,59881587,0.0009169262664999,0.0916926266499917
auriculatus,DIRS,18,151,40272,59881587,0.0006725272661861,0.0672527266186181
auriculatus,DIRS,19,129,33152,59881587,0.0005536259418107,0.0553625941810794
auriculatus,DIRS,20,112,29130,59881587,0.000486460053238,0.0486460053238068
auriculatus,DIRS,21,85,21817,59881587,0.0003643357013901,0.0364335701390145
auriculatus,DIRS,22,77,25456,59881587,0.0004251056338904,0.0425105633890431
auriculatus,DIRS,23,66,21167,59881587,0.0003534809456536,0.0353480945653628
auriculatus,DIRS,24,44,10309,59881587,0.0001721564259811,0.0172156425981161
auriculatus,DIRS,25,42,13138,59881587,0.0002193996628713,0.0219399662871326
auriculatus,DIRS,26,40,13936,59881587,0.0002327259629909,0.0232725962990927
auriculatus,DIRS,27,17,5137,59881587,8.578596956690543e-05,0.0085785969566905
auriculatus,DIRS,28,15,3909,59881587,6.527883103699305e-05,0.0065278831036993
auriculatus,DIRS,29,13,3572,59881587,5.9651057678214176e-05,0.0059651057678214
auriculatus,DIRS,30,8,2565,59881587,4.283453609871763e-05,0.0042834536098717
auriculatus,DIRS,31,5,1260,59881587,2.104152650463322e-05,0.0021041526504633
auriculatus,DIRS,32,2,545,59881587,9.101295194464369e-06,0.0009101295194464
auriculatus,DIRS,34,4,801,59881587,1.3376398992231116e-05,0.0013376398992231
auriculatus,DIRS,36,1,198,59881587,3.30652559358522e-06,0.0003306525593585
auriculatus,Helitron,2,2,337,59881587,5.627773358778885e-06,0.0005627773358778
auriculatus,Helitron,3,11,2728,59881587,4.555657484495192e-05,0.0045556574844951
auriculatus,Helitron,4,22,12335,59881587,0.0002059898646306,0.0205989864630675
auriculatus,Helitron,5,25,6908,59881587,0.0001153610040428,0.0115361004042862
auriculatus,Helitron,6,21,5331,59881587,8.902569666365055e-05,0.008902569666365
auriculatus,Helitron,7,32,8841,59881587,0.0001476413776408,0.0147641377640843
auriculatus,Helitron,8,18,5217,59881587,8.712193950370755e-05,0.0087121939503707
auriculatus,Helitron,9,38,8772,59881587,0.0001464891035703,0.0146489103570351
auriculatus,Helitron,10,26,5503,59881587,9.189803202777508e-05,0.0091898032027775
auriculatus,Helitron,11,30,7149,59881587,0.0001193856134774,0.0119385613477478
auriculatus,Helitron,12,21,4652,59881587,7.768665182504265e-05,0.0077686651825042
auriculatus,Helitron,13,25,5741,59881587,9.587254258976136e-05,0.0095872542589761
auriculatus,Helitron,14,22,4168,59881587,6.960403370738989e-05,0.0069604033707389
auriculatus,Helitron,15,18,4064,59881587,6.786727278954714e-05,0.0067867272789547
auriculatus,Helitron,16,10,1787,59881587,2.9842228463317112e-05,0.0029842228463317
auriculatus,Helitron,17,3,385,59881587,6.429355320860151e-06,0.000642935532086
auriculatus,Helitron,18,9,1462,59881587,2.4414850595058544e-05,0.0024414850595058
auriculatus,Helitron,19,5,949,59881587,1.584794337531502e-05,0.0015847943375315
auriculatus,Helitron,20,7,1113,59881587,1.8586681745759344e-05,0.0018586681745759
auriculatus,Helitron,21,12,2455,59881587,4.0997577435614726e-05,0.0040997577435614
auriculatus,Helitron,22,8,1507,59881587,2.516633368450973e-05,0.0025166333684509
auriculatus,Helitron,23,7,756,59881587,1.2624915902779932e-05,0.0012624915902779
auriculatus,Helitron,24,14,2264,59881587,3.780794921149969e-05,0.0037807949211499
auriculatus,Helitron,25,11,2460,59881587,4.1081075556664856e-05,0.0041081075556664
auriculatus,Helitron,26,4,736,59881587,1.2290923418579404e-05,0.0012290923418579
auriculatus,Helitron,27,2,241,59881587,4.024609434616353e-06,0.0004024609434616
auriculatus,Helitron,28,6,1034,59881587,1.7267411433167262e-05,0.0017267411433167
auriculatus,Helitron,29,7,1288,59881587,2.150911598251396e-05,0.0021509115982513
auriculatus,Helitron,30,3,430,59881587,7.180838410311336e-06,0.0007180838410311
auriculatus,Helitron,31,2,505,59881587,8.433310226063314e-06,0.0008433310226063
auriculatus,Helitron,32,2,272,59881587,4.5422977851271714e-06,0.0004542297785127
auriculatus,LINE,0,81,9257,59881587,0.0001545884213122,0.0154588421312214
auriculatus,LINE,1,78,16146,59881587,0.000269632132495,0.0269632132495085
auriculatus,LINE,2,199,44236,59881587,0.0007387245765547,0.0738724576554726
auriculatus,LINE,3,313,65861,59881587,0.0010998539500965,0.1099853950096546
auriculatus,LINE,4,483,122282,59881587,0.0020420634476504,0.2042063447650443
auriculatus,LINE,5,709,162295,59881587,0.0027102655111662,0.2710265511166229
auriculatus,LINE,6,820,210846,59881587,0.0035210489661872,0.3521048966187219
auriculatus,LINE,7,1071,280713,59881587,0.0046878016108691,0.468780161086913
auriculatus,LINE,8,1216,298423,59881587,0.0049835519556286,0.4983551955628698
auriculatus,LINE,9,1217,305708,59881587,0.0051052087179987,0.5105208717998739
auriculatus,LINE,10,1405,341545,59881587,0.0057036731508134,0.5703673150813455
auriculatus,LINE,11,1477,371849,59881587,0.006209738562874,0.6209738562874094
auriculatus,LINE,12,1810,454431,59881587,0.0075888269293864,0.7588826929386491
auriculatus,LINE,13,1967,494687,59881587,0.0082610870015853,0.8261087001585312
auriculatus,LINE,14,2107,532285,59881587,0.0088889594726338,0.8888959472633884
auriculatus,LINE,15,2397,598306,59881587,0.009991485362604,0.9991485362604032
auriculatus,LINE,16,2585,628162,59881587,0.0104900693430185,1.0490069343018582
auriculatus,LINE,17,2881,738249,59881587,0.0123284808734277,1.2328480873427754
auriculatus,LINE,18,2925,754924,59881587,0.0126069471071299,1.2606947107129942
auriculatus,LINE,19,2946,778559,59881587,0.0130016427253339,1.3001642725333915
auriculatus,LINE,20,3250,845850,59881587,0.0141253771380508,1.41253771380508
auriculatus,LINE,21,3289,880828,59881587,0.0147094965936691,1.4709496593669102
auriculatus,LINE,22,3274,917976,59881587,0.0153298542338231,1.532985423382316
auriculatus,LINE,23,3078,848718,59881587,0.0141732716602851,1.4173271660285156
auriculatus,LINE,24,2880,802153,59881587,0.0133956536589452,1.339565365894528
auriculatus,LINE,25,2716,758693,59881587,0.0126698879907775,1.2669887990777533
auriculatus,LINE,26,2402,690648,59881587,0.0115335620614062,1.1533562061406288
auriculatus,LINE,27,2089,594994,59881587,0.0099361762072204,0.9936176207220426
auriculatus,LINE,28,1697,488188,59881587,0.0081525561438443,0.8152556143844352
auriculatus,LINE,29,1354,381718,59881587,0.0063745471542028,0.6374547154202843
auriculatus,LINE,30,1039,312150,59881587,0.0052127876971597,0.5212787697159729
auriculatus,LINE,31,799,259450,59881587,0.0043327175012913,0.433271750129134
auriculatus,LINE,32,557,167997,59881587,0.0028054867684117,0.2805486768411799
auriculatus,LINE,33,293,90635,59881587,0.0015135704402757,0.1513570440275739
auriculatus,LINE,34,221,65996,59881587,0.0011021083993649,0.11021083993649
auriculatus,LINE,35,112,30585,59881587,0.0005107580064636,0.0510758006463656
auriculatus,LINE,36,61,22911,59881587,0.0003826050902759,0.0382605090275914
auriculatus,LINE,37,24,6413,59881587,0.0001070946900588,0.0107094690058899
auriculatus,LINE,38,10,2531,59881587,4.226674887557673e-05,0.0042266748875576
auriculatus,LINE,39,6,1154,59881587,1.9271366338370425e-05,0.001927136633837
auriculatus,LTR,0,511,58294,59881587,0.0009734878936992,0.0973487893699276
auriculatus,LTR,1,715,175146,59881587,0.0029248723818892,0.2924872381889277
auriculatus,LTR,2,1750,389342,59881587,0.00650186508918,0.6501865089180086
auriculatus,LTR,3,2550,570493,59881587,0.0095270187144505,0.952701871445057
auriculatus,LTR,4,3541,804839,59881587,0.0134405088495734,1.344050884957341
auriculatus,LTR,5,4728,1066794,59881587,0.0178150589095108,1.7815058909510864
auriculatus,LTR,6,5550,1252745,59881587,0.0209203707309894,2.092037073098948
auriculatus,LTR,7,6112,1411721,59881587,0.0235752101894026,2.357521018940263
auriculatus,LTR,8,6758,1522371,59881587,0.025423023608242,2.542302360824205
auriculatus,LTR,9,6637,1521058,59881587,0.0254010970016542,2.540109700165428
auriculatus,LTR,10,6925,1570300,59881587,0.0262234198970044,2.62234198970044
auriculatus,LTR,11,6640,1465309,59881587,0.0244701096515695,2.4470109651569523
auriculatus,LTR,12,6799,1488361,59881587,0.024855069388859,2.485506938885905
auriculatus,LTR,13,6614,1441438,59881587,0.0240714729220519,2.4071472922051984
auriculatus,LTR,14,6513,1410159,59881587,0.0235491253763865,2.354912537638657
auriculatus,LTR,15,6264,1348030,59881587,0.0225115944238418,2.251159442384184
auriculatus,LTR,16,6248,1340034,59881587,0.0223780642286584,2.237806422865847
auriculatus,LTR,17,5767,1228848,59881587,0.0205212998112424,2.052129981124248
auriculatus,LTR,18,5685,1214874,59881587,0.0202879392625315,2.028793926253157
auriculatus,LTR,19,5178,1102124,59881587,0.018405056632851,1.8405056632851096
auriculatus,LTR,20,5274,1116086,59881587,0.0186382167860714,1.8638216786071484
auriculatus,LTR,21,4861,1054283,59881587,0.0176061299110192,1.7606129911019226
auriculatus,LTR,22,4334,963812,59881587,0.0160952982091139,1.6095298209113929
auriculatus,LTR,23,3952,884383,59881587,0.0147688637577357,1.4768863757735746
auriculatus,LTR,24,3323,771939,59881587,0.0128910912130635,1.289109121306354
auriculatus,LTR,25,3021,714258,59881587,0.011927840189005,1.1927840189005012
auriculatus,LTR,26,2458,598857,59881587,0.0100006868555437,1.000068685554376
auriculatus,LTR,27,1852,441711,59881587,0.0073764077094349,0.7376407709434954
auriculatus,LTR,28,1597,396882,59881587,0.0066277802557236,0.6627780255723683
auriculatus,LTR,29,1256,309585,59881587,0.005169953161061,0.5169953161061013
auriculatus,LTR,30,965,245237,59881587,0.0040953657423942,0.4095365742394236
auriculatus,LTR,31,674,186785,59881587,0.0031192393080697,0.3119239308069774
auriculatus,LTR,32,493,136025,59881587,0.0022715663831688,0.2271566383168836
auriculatus,LTR,33,378,103782,59881587,0.0017331203997649,0.1733120399764956
auriculatus,LTR,34,229,62955,59881587,0.0010513248421422,0.1051324842142209
auriculatus,LTR,35,129,37485,59881587,0.0006259854135128,0.0625985413512838
auriculatus,LTR,36,44,12269,59881587,0.0002048876894328,0.0204887689432813
auriculatus,LTR,37,30,7073,59881587,0.0001181164420375,0.0118116442037516
auriculatus,LTR,38,8,3111,59881587,5.195253091739202e-05,0.0051952530917392
auriculatus,LTR,39,2,533,59881587,8.900899703944051e-06,0.0008900899703944
auriculatus,LTR,40,1,222,59881587,3.707316574625853e-06,0.0003707316574625
auriculatus,Maverick,0,2,745,59881587,1.244122003646964e-05,0.0012441220036469
auriculatus,Maverick,1,14,4368,59881587,7.294395854939515e-05,0.0072943958549395
auriculatus,Maverick,2,39,11628,59881587,0.0001941832303141,0.0194183230314186
auriculatus,Maverick,3,53,13202,59881587,0.0002204684388207,0.0220468438820768
auriculatus,Maverick,4,91,22526,59881587,0.000376175734955,0.0376175734955053
auriculatus,Maverick,5,104,26869,59881587,0.0004487022028991,0.0448702202899198
auriculatus,Maverick,6,119,30856,59881587,0.0005152836046245,0.0515283604624573
auriculatus,Maverick,7,103,39007,59881587,0.0006514022415604,0.0651402241560498
