bootstrap_replicate,species,tree_tip,nucleus_area_um2,cell_area_um2,relative_iod_index
72,D. valtos,valtos,49.2408,312.7104,1.5457776937652812
72,D. welteri,welteri,49.5504,307.8144,0.9984564437652812
72,D. wrighti,wrighti,42.1632,226.5408,0.9942359914425428
73,D. aeneus,aeneus,38.7504,209.4336,0.6186401613691932
73,D. amphileucus,amphileucus,45.396,319.7808,1.084650532396088
73,D. anicetus,anicetus,41.6952,242.5896,0.9610006546454769
73,D. apalachicolae,apalachicolae,45.2016,296.712,0.9339075935207825
73,D. auriculatus,auriculatus,48.4272,312.4008,1.134792759779951
73,D. bairdi,bairdi,43.5528,306.6048,1.1851952133251835
73,D. brimleyorum,brimleyorum,43.9776,330.6168,0.9885137347188264
73,D. campi,campi,37.512,257.904,0.9403814731051345
73,D. folkertsi,folkertsi,44.3232,268.8768,1.0929506210268949
73,D. fuscus,fuscus,47.7576,272.556,1.0
73,D. gvnigeusgwotli,gvnigeusgwotli,46.296,271.8072,0.9865669896088021
73,D. intermedius,intermedius,49.2768,325.2456,1.1912610165036677
73,D. kanawha,kanawha,41.3496,287.5104,1.160474369804401
73,D. marmoratus,marmoratus,46.6992,274.2192,1.1813439798288508
73,D. mavrokoilius,mavrokoilius,42.6744,269.0208,0.9700375348410758
73,D. monticola,monticola,39.5352,259.5312,1.1437125825183374
73,D. ochrophaeus,ochrophaeus,52.7904,273.4344,0.8671969981662592
73,D. ocoee,ocoee,43.4448,293.2488,1.0722130403422985
73,D. orestes,orestes,47.304,256.5792,0.8025847487775061
73,D. perlapsus,perlapsus,42.2352,290.628,0.878898880195599
73,D. tilleyi,tilleyi,43.0776,263.2464,1.050227762224939
73,D. valtos,valtos,49.9536,311.8752,1.4406807298288509
73,D. welteri,welteri,48.7296,304.6752,0.8862742891198044
73,D. wrighti,wrighti,43.848,247.6224,0.9577493643031786
74,D. aeneus,aeneus,35.676,225.1728,0.6551740067237164
74,D. amphileucus,amphileucus,44.6688,318.8592,1.1452983288508558
74,D. anicetus,anicetus,40.5,242.7408,1.0296667976772618
74,D. apalachicolae,apalachicolae,46.1088,294.0912,1.0686069168704158
74,D. auriculatus,auriculatus,48.78,315.1008,1.1964828312958435
74,D. bairdi,bairdi,44.2008,306.936,1.2646289853300734
74,D. brimleyorum,brimleyorum,45.2448,331.1064,1.0390093013447432
74,D. campi,campi,36.0144,258.2352,1.0044657359413205
74,D. folkertsi,folkertsi,47.376,269.7336,1.1452640727383863
74,D. fuscus,fuscus,46.944,272.4336,1.0
74,D. gvnigeusgwotli,gvnigeusgwotli,46.692,272.4048,1.0724341363080685
74,D. intermedius,intermedius,49.824,325.4904,1.2404987927872861
74,D. kanawha,kanawha,42.9912,286.1352,1.2620583001222494
74,D. marmoratus,marmoratus,47.3976,274.5,1.2107739822738386
74,D. mavrokoilius,mavrokoilius,40.2048,269.1072,0.9461602298288508
74,D. monticola,monticola,39.5856,260.8848,1.0875022995110024
74,D. ochrophaeus,ochrophaeus,52.812,267.696,0.9448919297066015
74,D. ocoee,ocoee,42.3216,293.1984,1.0889784290953546
74,D. orestes,orestes,46.0224,255.4704,0.9134609639364303
74,D. perlapsus,perlapsus,43.9632,290.628,0.9780162029339853
74,D. tilleyi,tilleyi,42.0552,265.3488,1.1440956363080685
74,D. valtos,valtos,49.284,313.7904,1.5590061925427872
74,D. welteri,welteri,49.8528,307.4688,1.0150884003667482
74,D. wrighti,wrighti,44.892,203.6736,1.0047028337408312
75,D. aeneus,aeneus,39.0528,205.6032,0.6332025446210269
75,D. amphileucus,amphileucus,44.9208,320.0184,1.2240417799511003
75,D. anicetus,anicetus,41.688,244.1376,1.0408414511002446
75,D. apalachicolae,apalachicolae,45.2016,297.1152,1.0941132897310513
75,D. auriculatus,auriculatus,48.5568,314.6688,1.195459761613692
75,D. bairdi,bairdi,43.8696,306.0432,1.24596808801956
75,D. brimleyorum,brimleyorum,45.0,326.4984,1.1648230727383864
75,D. campi,campi,35.9568,257.4504,0.9718871864303179
75,D. folkertsi,folkertsi,45.9936,270.6624,1.1254745378973106
75,D. fuscus,fuscus,46.4112,272.0448,1.0
75,D. gvnigeusgwotli,gvnigeusgwotli,47.0016,272.4048,1.0471867683374083
75,D. intermedius,intermedius,49.14,325.2024,1.2622721693154035
75,D. kanawha,kanawha,41.8752,288.5904,1.1659892206601468
75,D. marmoratus,marmoratus,48.9096,274.0608,1.234497685207824
75,D. mavrokoilius,mavrokoilius,41.8392,271.44,1.1164745825183373
75,D. monticola,monticola,39.4848,260.5824,1.118271064792176
75,D. ochrophaeus,ochrophaeus,51.768,268.7112,0.9044379309290954
75,D. ocoee,ocoee,44.5248,293.1984,1.1533001088019559
75,D. orestes,orestes,46.5624,254.6784,1.098620858190709
75,D. perlapsus,perlapsus,41.4216,289.6704,0.9806987481662592
75,D. tilleyi,tilleyi,41.8536,266.4288,1.1028903685819071
75,D. valtos,valtos,48.9024,316.1088,1.4749276558679707
75,D. welteri,welteri,48.4632,302.4576,1.0052380079462104
75,D. wrighti,wrighti,40.3848,226.5408,0.9195843001222495
76,D. aeneus,aeneus,35.9136,208.0512,0.7525686980440098
76,D. amphileucus,amphileucus,45.396,319.7808,1.1053361589242054
76,D. anicetus,anicetus,41.1984,244.1376,0.992643761613692
76,D. apalachicolae,apalachicolae,45.5688,300.8376,1.1301507341075796
76,D. auriculatus,auriculatus,48.9024,312.8832,1.2097198135696823
76,D. bairdi,bairdi,43.9344,305.208,1.2503968667481664
76,D. brimleyorum,brimleyorum,46.2672,329.7888,1.0226760623471882
76,D. campi,campi,37.4472,257.4504,0.9784342114914425
76,D. folkertsi,folkertsi,45.576,268.8768,1.1109200055012225
76,D. fuscus,fuscus,47.5776,273.1464,1.0
76,D. gvnigeusgwotli,gvnigeusgwotli,47.016,272.8368,0.9991627231051345
76,D. intermedius,intermedius,48.672,326.5776,1.1578319932762835
76,D. kanawha,kanawha,41.3496,288.0864,1.0016331986552567
76,D. marmoratus,marmoratus,47.5488,276.2064,1.1257060580684597
76,D. mavrokoilius,mavrokoilius,40.8744,269.064,1.0197118184596579
76,D. monticola,monticola,39.42,258.5808,1.0995613997555012
76,D. ochrophaeus,ochrophaeus,50.8896,275.2992,0.9229448312958435
76,D. ocoee,ocoee,44.2656,291.8304,1.081712370415648
76,D. orestes,orestes,45.468,255.4704,0.9967311760391199
76,D. perlapsus,perlapsus,42.9192,296.64,0.9604103514669927
76,D. tilleyi,tilleyi,42.9696,263.4624,1.072984738997555
76,D. valtos,valtos,50.7888,306.684,1.520423466381418
76,D. welteri,welteri,48.6792,304.416,0.9745879003667482
76,D. wrighti,wrighti,42.1632,215.1072,1.013915326405868
77,D. aeneus,aeneus,38.2536,210.9456,0.5913865629584352
77,D. amphileucus,amphileucus,44.4096,317.0016,0.9753163630806846
77,D. anicetus,anicetus,41.9112,244.296,0.9008389938875306
77,D. apalachicolae,apalachicolae,44.9712,298.08,0.9186512023227384
77,D. auriculatus,auriculatus,48.5712,316.9008,1.0445023074572128
77,D. bairdi,bairdi,44.4096,306.936,1.0822528838630807
77,D. brimleyorum,brimleyorum,45.1008,326.3328,1.0553274193154034
77,D. campi,campi,38.2032,257.6448,0.8540878288508558
77,D. folkertsi,folkertsi,45.2664,266.4072,1.0110294834963325
77,D. fuscus,fuscus,45.8712,273.1464,1.0
77,D. gvnigeusgwotli,gvnigeusgwotli,46.8936,271.4616,0.9069273881418094
77,D. intermedius,intermedius,48.0816,320.328,1.064234173594132
77,D. kanawha,kanawha,41.0976,288.6192,1.0557449517114916
77,D. marmoratus,marmoratus,47.2032,275.5512,1.0703965042787287
77,D. mavrokoilius,mavrokoilius,41.328,269.1072,0.9292236179706601
77,D. monticola,monticola,39.6288,258.9408,1.0075765323960881
77,D. ochrophaeus,ochrophaeus,51.0768,269.352,0.8014308973105135
77,D. ocoee,ocoee,42.6096,293.3856,1.0318043325183375
77,D. orestes,orestes,46.0224,255.06,0.8991066607579462
77,D. perlapsus,perlapsus,43.8624,298.6632,0.8275179376528118
77,D. tilleyi,tilleyi,42.9624,264.2328,0.951231292787286
77,D. valtos,valtos,49.4928,314.5968,1.2830019223716382
77,D. welteri,welteri,48.6864,310.212,0.8966375922982885
77,D. wrighti,wrighti,39.5784,215.1072,0.8986859278728607
78,D. aeneus,aeneus,36.8712,214.956,0.5335955715158924
78,D. amphileucus,amphileucus,44.0928,316.9152,1.030412032396088
78,D. anicetus,anicetus,41.184,242.3376,0.9088295690709047
78,D. apalachicolae,apalachicolae,44.8992,298.08,0.9999196748166259
78,D. auriculatus,auriculatus,49.3488,312.7608,1.1256350323960882
78,D. bairdi,bairdi,43.776,304.6104,1.0983987487775062
78,D. brimleyorum,brimleyorum,45.1656,331.1208,1.0555299303178485
78,D. campi,campi,36.6624,258.2928,0.8532334064792176
78,D. folkertsi,folkertsi,44.3232,266.6304,0.9852666619804401
78,D. fuscus,fuscus,47.3112,273.6072,1.0
78,D. gvnigeusgwotli,gvnigeusgwotli,45.5472,271.62,0.9371390244498777
78,D. intermedius,intermedius,48.8736,325.4976,1.017009020782396
78,D. kanawha,kanawha,41.4,289.2384,0.9229117035452322
78,D. marmoratus,marmoratus,48.3408,275.5512,0.9994927707823961
78,D. mavrokoilius,mavrokoilius,42.552,268.8048,1.0019104046454768
78,D. monticola,monticola,40.968,260.4312,0.986827630806846
78,D. ochrophaeus,ochrophaeus,50.8536,274.5,0.7903538202933985
78,D. ocoee,ocoee,42.6384,291.996,1.0050432750611247
78,D. orestes,orestes,45.7632,255.3408,0.8261016662591687
78,D. perlapsus,perlapsus,43.8624,300.7296,0.8225809394865525
78,D. tilleyi,tilleyi,42.1632,266.5296,0.9936246185819072
78,D. valtos,valtos,50.7888,319.0032,1.351780152811736
78,D. welteri,welteri,48.4272,303.1776,0.8385312921760392
78,D. wrighti,wrighti,42.9696,225.6984,0.867017869193154
79,D. aeneus,aeneus,38.0664,209.232,0.6164097218826406
79,D. amphileucus,amphileucus,44.4312,321.2856,0.9958034260391198
79,D. anicetus,anicetus,41.1696,244.1952,0.9130987487775061
79,D. apalachicolae,apalachicolae,45.504,299.5488,0.9154479541564793
79,D. auriculatus,auriculatus,48.7656,312.3936,1.0836912127139364
79,D. bairdi,bairdi,44.4096,307.3032,1.1524102267726162
79,D. brimleyorum,brimleyorum,45.2664,333.432,0.9359409731051345
79,D. campi,campi,37.728,257.9688,0.8668341705378974
79,D. folkertsi,folkertsi,44.5104,270.0864,1.0090136491442543
79,D. fuscus,fuscus,47.3112,271.9008,1.0
79,D. gvnigeusgwotli,gvnigeusgwotli,46.7712,272.4336,0.9420206332518338
79,D. intermedius,intermedius,48.5136,327.7728,1.0931418954767727
79,D. kanawha,kanawha,41.724,285.3936,1.0247328239608802
79,D. marmoratus,marmoratus,48.2544,273.888,1.0420577995110025
79,D. mavrokoilius,mavrokoilius,40.9968,268.488,0.945137989608802
79,D. monticola,monticola,39.6144,258.9408,1.1110559737163814
79,D. ochrophaeus,ochrophaeus,51.2208,267.8976,0.8229086479217604
79,D. ocoee,ocoee,44.1504,291.672,0.9874922823960881
79,D. orestes,orestes,45.5328,255.6,1.0581374370415648
79,D. perlapsus,perlapsus,44.6544,296.2368,0.9025014761613692
79,D. tilleyi,tilleyi,42.9696,263.4624,0.9783610036674818
79,D. valtos,valtos,50.6448,312.7104,1.3308092885085576
79,D. welteri,welteri,48.6792,308.628,0.9325495385085575
79,D. wrighti,wrighti,47.2896,209.1312,0.9129517341075795
80,D. aeneus,aeneus,37.656,208.296,0.5153089614914426
80,D. amphileucus,amphileucus,44.2512,318.3264,0.994087521393643
80,D. anicetus,anicetus,41.4432,243.1368,0.8552589578239609
80,D. apalachicolae,apalachicolae,45.8064,300.6216,0.9175577059902201
80,D. auriculatus,auriculatus,48.5712,312.5304,0.921189435819071
80,D. bairdi,bairdi,43.8264,305.208,1.0938567768948655
80,D. brimleyorum,brimleyorum,45.0,328.8168,0.9733609474327629
80,D. campi,campi,37.5048,257.6448,0.8163731870415648
80,D. folkertsi,folkertsi,45.576,268.8768,0.9689356552567238
80,D. fuscus,fuscus,47.2464,274.32,1.0
80,D. gvnigeusgwotli,gvnigeusgwotli,46.7136,272.3544,0.8831335030562348
80,D. intermedius,intermedius,47.8872,324.2592,0.9816536466992667
80,D. kanawha,kanawha,42.9912,288.5616,0.8770705128361859
80,D. marmoratus,marmoratus,47.1024,273.7872,1.060382174205379
80,D. mavrokoilius,mavrokoilius,43.1928,269.3592,0.9075844621026895
80,D. monticola,monticola,39.42,262.0368,0.9368645048899755
80,D. ochrophaeus,ochrophaeus,52.6104,267.7248,0.7383936827628362
80,D. ocoee,ocoee,42.3936,293.1984,0.9352530378973105
80,D. orestes,orestes,45.792,256.3848,0.7540934492665037
80,D. perlapsus,perlapsus,42.0192,290.5632,0.8081609614914426
80,D. tilleyi,tilleyi,42.6312,264.0528,0.9390967720048901
80,D. valtos,valtos,49.6368,313.6896,1.3327039957212714
80,D. welteri,welteri,48.6432,303.552,0.8575443392420539
80,D. wrighti,wrighti,40.4784,215.1072,0.8491435036674817
81,D. aeneus,aeneus,38.0448,210.9456,0.5497107377750612
81,D. amphileucus,amphileucus,44.4312,319.4928,0.8990306992665037
81,D. anicetus,anicetus,41.1984,242.6544,0.8314700831295844
81,D. apalachicolae,apalachicolae,45.5688,297.1152,0.8989759578239609
81,D. auriculatus,auriculatus,49.5144,313.6752,0.9029340415647922
81,D. bairdi,bairdi,44.5176,305.9064,1.005985033618582
81,D. brimleyorum,brimleyorum,45.0648,330.6312,0.943144717603912
81,D. campi,campi,36.3384,257.904,0.7927452903422983
81,D. folkertsi,folkertsi,45.2664,270.072,0.9354321644254279
81,D. fuscus,fuscus,47.3112,273.1464,1.0
81,D. gvnigeusgwotli,gvnigeusgwotli,45.6912,276.0192,0.8366331356968216
81,D. intermedius,intermedius,47.196,326.592,0.9846871253056235
81,D. kanawha,kanawha,41.868,288.6552,1.013305759779951
81,D. marmoratus,marmoratus,48.3408,273.8448,0.9665370207823961
81,D. mavrokoilius,mavrokoilius,42.7536,269.0208,0.9001742206601467
81,D. monticola,monticola,39.7872,257.1696,0.8967991369193155
81,D. ochrophaeus,ochrophaeus,51.696,267.696,0.7375678777506113
81,D. ocoee,ocoee,42.9336,293.1984,0.840260554400978
81,D. orestes,orestes,46.584,256.3848,0.8428026925427874
81,D. perlapsus,perlapsus,43.38,293.0256,0.7578751797066015
81,D. tilleyi,tilleyi,42.0552,266.4288,0.8820077377750613
81,D. valtos,valtos,49.4928,313.7904,1.2015698044009782
81,D. welteri,welteri,48.6792,309.0528,0.8137207585574572
81,D. wrighti,wrighti,42.0912,225.5976,0.7995271577017115
82,D. aeneus,aeneus,38.7504,212.328,0.6817522255501223
82,D. amphileucus,amphileucus,44.4096,319.5216,1.1124247090464547
82,D. anicetus,anicetus,42.1344,245.1816,1.0004060079462105
82,D. apalachicolae,apalachicolae,45.2016,296.3088,1.0067101479217604
82,D. auriculatus,auriculatus,50.2632,316.9008,1.2760344297066015
82,D. bairdi,bairdi,43.6536,306.936,1.2292264174816627
82,D. brimleyorum,brimleyorum,43.92,329.2056,1.1229034180929096
82,D. campi,campi,36.7056,252.3024,0.9651073233496333
82,D. folkertsi,folkertsi,45.5472,269.208,1.1198207261613693
82,D. fuscus,fuscus,47.412,275.8032,1.0
82,D. gvnigeusgwotli,gvnigeusgwotli,46.5048,272.3688,1.016673393031785
82,D. intermedius,intermedius,48.8304,325.4976,1.2075216002444988
82,D. kanawha,kanawha,41.7456,287.2872,1.213750207212714
82,D. marmoratus,marmoratus,48.3552,275.112,1.1906938257946211
82,D. mavrokoilius,mavrokoilius,40.32,270.2304,1.0559594443765281
82,D. monticola,monticola,39.5928,260.0784,1.196107663814181
82,D. ochrophaeus,ochrophaeus,50.9328,272.304,0.8686135030562347
82,D. ocoee,ocoee,43.092,294.5304,1.086247140586797
82,D. orestes,orestes,46.8288,255.3408,0.8594536430317848
82,D. perlapsus,perlapsus,45.0072,299.0088,1.0837601118581908
82,D. tilleyi,tilleyi,41.652,266.8464,1.080999075794621
82,D. valtos,valtos,50.8536,313.6896,1.4566872860635698
82,D. welteri,welteri,48.888,306.072,0.9231116460880197
82,D. wrighti,wrighti,43.848,247.6224,1.0198002646699267
83,D. aeneus,aeneus,43.2,206.1,0.5753893306845965
83,D. amphileucus,amphileucus,44.6832,318.5424,1.0828746583129585
83,D. anicetus,anicetus,40.4352,243.2232,0.9482589834963325
83,D. apalachicolae,apalachicolae,44.4384,300.1536,0.9159069523227383
83,D. auriculatus,auriculatus,48.9024,312.1488,0.997715000611247
83,D. bairdi,bairdi,43.9272,306.6048,1.1392224663814183
83,D. brimleyorum,brimleyorum,47.1744,332.9424,1.0843693312958436
83,D. campi,campi,36.6624,255.3192,0.8743325079462102
83,D. folkertsi,folkertsi,47.4048,269.6472,1.0588360171149143
83,D. fuscus,fuscus,47.808,272.556,1.0
83,D. gvnigeusgwotli,gvnigeusgwotli,47.0304,275.4936,0.9602704755501222
83,D. intermedius,intermedius,49.2768,326.1672,1.1101737860635699
83,D. kanawha,kanawha,40.68,287.2872,1.0495919070904647
83,D. marmoratus,marmoratus,48.9096,276.0336,1.106187055012225
83,D. mavrokoilius,mavrokoilius,43.7688,267.7968,0.9753359657701712
83,D. monticola,monticola,39.6072,260.1072,1.0144122139364304
83,D. ochrophaeus,ochrophaeus,51.9552,268.7112,0.8398418343520783
83,D. ocoee,ocoee,44.1936,293.3856,1.0001237017114915
83,D. orestes,orestes,45.3384,255.7224,0.8999587988997555
83,D. perlapsus,perlapsus,42.2352,296.64,0.8744087878973106
83,D. tilleyi,tilleyi,41.6016,262.908,1.0159634841075795
83,D. valtos,valtos,49.968,315.7416,1.4017484278728607
83,D. welteri,welteri,48.708,301.824,0.936274109413203
83,D. wrighti,wrighti,41.2848,237.0312,0.8807190782396088
84,D. aeneus,aeneus,35.64,211.4784,0.5312390812958435
84,D. amphileucus,amphileucus,43.9848,319.176,0.9581057463325184
84,D. anicetus,anicetus,41.688,243.936,0.8512071393643031
84,D. apalachicolae,apalachicolae,45.8712,296.3088,0.9653109755501222
84,D. auriculatus,auriculatus,48.9024,319.8888,1.0523902970660148
84,D. bairdi,bairdi,44.8056,303.5232,1.0310373154034231
84,D. brimleyorum,brimleyorum,45.2304,330.084,1.00840470599022
84,D. campi,campi,36.2808,257.256,0.7875185800733497
84,D. folkertsi,folkertsi,43.8912,267.6744,0.9293886149144255
84,D. fuscus,fuscus,44.028,273.4416,1.0
84,D. gvnigeusgwotli,gvnigeusgwotli,46.692,275.2272,0.8018735079462103
84,D. intermedius,intermedius,49.2768,325.0008,1.0156333856968216
84,D. kanawha,kanawha,41.7456,288.6768,1.0959265
84,D. marmoratus,marmoratus,46.9512,275.4936,0.9635424254278729
84,D. mavrokoilius,mavrokoilius,45.3456,272.6352,0.8820207102689487
84,D. monticola,monticola,39.7152,260.712,0.945803055012225
84,D. ochrophaeus,ochrophaeus,52.6608,272.304,0.719453348410758
84,D. ocoee,ocoee,44.2224,293.292,0.9413519138141809
84,D. orestes,orestes,45.792,255.4704,0.8172593270171149
84,D. perlapsus,perlapsus,42.0192,293.5512,0.8389196179706602
84,D. tilleyi,tilleyi,41.7024,267.2352,0.9085497426650366
84,D. valtos,valtos,49.6368,313.6896,1.2344298227383865
84,D. welteri,welteri,48.672,303.984,0.8229992891198044
84,D. wrighti,wrighti,40.3848,226.5408,0.8308597799511003
85,D. aeneus,aeneus,37.6704,210.0096,0.5576234590464547
85,D. amphileucus,amphileucus,44.6688,319.7808,0.9863909847188265
85,D. anicetus,anicetus,44.2368,242.2584,0.8712600806845966
85,D. apalachicolae,apalachicolae,46.6848,299.0448,0.9133477927872861
85,D. auriculatus,auriculatus,49.3488,312.6528,1.0192701577017116
85,D. bairdi,bairdi,44.0064,302.8824,1.0756326821515894
85,D. brimleyorum,brimleyorum,45.2664,326.3328,0.9640806039119805
85,D. campi,campi,37.0728,257.4504,0.8365488490220049
85,D. folkertsi,folkertsi,47.0448,268.3728,0.954986218215159
85,D. fuscus,fuscus,47.808,271.6272,1.0
85,D. gvnigeusgwotli,gvnigeusgwotli,46.1952,272.4192,0.8262189040342298
85,D. intermedius,intermedius,48.9384,325.2528,0.949565
85,D. kanawha,kanawha,41.9904,288.036,0.9763305097799512
85,D. marmoratus,marmoratus,48.2544,276.0552,0.9895693184596577
85,D. mavrokoilius,mavrokoilius,42.552,268.7544,0.9458811680929096
85,D. monticola,monticola,39.6432,264.3264,0.9118250250611247
85,D. ochrophaeus,ochrophaeus,53.4816,271.7496,0.7528241815403424
85,D. ocoee,ocoee,43.7472,294.5304,0.9901581876528117
85,D. orestes,orestes,47.4048,255.5856,0.8012290299511002
85,D. perlapsus,perlapsus,42.0192,288.648,0.8048443105134474
85,D. tilleyi,tilleyi,41.7456,263.5848,0.967404488997555
85,D. valtos,valtos,49.5792,311.7168,1.2916929834963327
85,D. welteri,welteri,48.6,306.7776,0.7836419437652812
85,D. wrighti,wrighti,42.9696,247.6224,0.8857493490220049
86,D. aeneus,aeneus,36.8352,208.296,0.6437264034229829
86,D. amphileucus,amphileucus,44.5608,319.5216,1.091584672982885
86,D. anicetus,anicetus,42.48,244.2744,1.0246557811735943
86,D. apalachicolae,apalachicolae,44.2512,295.308,1.1019677530562348
86,D. auriculatus,auriculatus,49.356,316.0368,1.1932165354523228
86,D. bairdi,bairdi,44.0064,305.5248,1.239956414425428
86,D. brimleyorum,brimleyorum,44.496,331.1208,1.1078609162591688
86,D. campi,campi,36.6624,259.344,0.9846137713936431
86,D. folkertsi,folkertsi,44.3232,270.072,1.0881336809290953
86,D. fuscus,fuscus,46.3968,274.392,1.0
86,D. gvnigeusgwotli,gvnigeusgwotli,46.62,273.4416,1.0536959083129585
86,D. intermedius,intermedius,49.428,325.2384,1.1895769932762836
86,D. kanawha,kanawha,41.7312,284.616,1.2167549443765282
86,D. marmoratus,marmoratus,47.6064,273.7296,1.1761933080684597
86,D. mavrokoilius,mavrokoilius,41.1624,269.6112,1.0641780825183376
86,D. monticola,monticola,39.4848,257.58,1.0546432775061125
86,D. ochrophaeus,ochrophaeus,50.4,267.8976,0.9064609205378974
86,D. ocoee,ocoee,41.4,293.3856,1.0813677487775062
86,D. orestes,orestes,47.1312,255.3408,0.8811605599022005
86,D. perlapsus,perlapsus,44.4816,291.7944,0.8807010513447433
86,D. tilleyi,tilleyi,42.0552,264.4776,1.0914736448655256
86,D. valtos,valtos,49.6368,314.9136,1.4852409174816625
86,D. welteri,welteri,49.8528,306.7776,0.9329853948655257
86,D. wrighti,wrighti,44.892,247.6224,0.9289310305623473
87,D. aeneus,aeneus,38.0448,207.756,0.54854781601467
87,D. amphileucus,amphileucus,44.6688,319.176,0.9408028832518337
87,D. anicetus,anicetus,41.7312,244.296,0.8651052634474328
87,D. apalachicolae,apalachicolae,46.3968,300.1824,0.8344590690709047
87,D. auriculatus,auriculatus,49.176,312.3936,0.9994432475550121
87,D. bairdi,bairdi,44.8992,306.972,1.0839794694376528
87,D. brimleyorum,brimleyorum,45.0,329.0472,0.9672073019559903
87,D. campi,campi,36.2808,258.5952,0.8100445776283619
87,D. folkertsi,folkertsi,44.4312,267.408,0.9384222188264059
87,D. fuscus,fuscus,46.9872,273.4416,1.0
87,D. gvnigeusgwotli,gvnigeusgwotli,45.6192,271.4616,0.8731220189486553
87,D. intermedius,intermedius,49.0032,325.152,1.054883597799511
87,D. kanawha,kanawha,42.6672,288.6192,0.9454129400977995
87,D. marmoratus,marmoratus,48.1392,275.5296,1.0497381662591687
87,D. mavrokoilius,mavrokoilius,43.4016,267.7032,0.8658315030562348
87,D. monticola,monticola,39.6144,260.604,0.9360795097799511
87,D. ochrophaeus,ochrophaeus,52.6104,274.5,0.7681041974327629
87,D. ocoee,ocoee,43.812,293.2488,0.9313304700488998
87,D. orestes,orestes,47.3328,255.2184,0.7171741051344743
87,D. perlapsus,perlapsus,44.6616,290.5632,0.7735464235941321
87,D. tilleyi,tilleyi,42.2352,265.0896,0.9088060476772617
87,D. valtos,valtos,50.7816,318.4992,1.2887326118581908
87,D. welteri,welteri,49.5288,303.984,0.8272388948655257
87,D. wrighti,wrighti,43.848,247.7232,0.7710554248166259
88,D. aeneus,aeneus,36.8712,199.3248,0.5822601473105135
88,D. amphileucus,amphileucus,44.5608,320.5656,1.0280440825183375
88,D. anicetus,anicetus,42.1344,246.7728,0.9187419315403423
88,D. apalachicolae,apalachicolae,43.9488,298.4688,0.9461222365525673
88,D. auriculatus,auriculatus,48.3408,313.9416,1.054076534229829
88,D. bairdi,bairdi,44.6544,303.5232,1.1103786913202933
88,D. brimleyorum,brimleyorum,45.2448,330.1056,1.060397499388753
88,D. campi,campi,36.7128,257.256,0.8717058765281174
88,D. folkertsi,folkertsi,46.728,270.5256,1.0263542756723716
88,D. fuscus,fuscus,47.5416,272.808,1.0
88,D. gvnigeusgwotli,gvnigeusgwotli,46.4544,275.6016,0.9163366974327629
88,D. intermedius,intermedius,49.14,325.1952,1.0633923141809292
88,D. kanawha,kanawha,41.7456,288.6408,0.9232930800733496
88,D. marmoratus,marmoratus,48.1032,273.7296,1.0634844315403422
88,D. mavrokoilius,mavrokoilius,41.328,268.7544,0.8595966014669927
88,D. monticola,monticola,40.3488,259.5528,0.9656508490220049
88,D. ochrophaeus,ochrophaeus,51.588,275.6016,0.7834430849633252
88,D. ocoee,ocoee,43.3944,292.5216,0.9643042371638142
88,D. orestes,orestes,46.0512,256.3632,0.8100199333740831
88,D. perlapsus,perlapsus,41.9544,289.3968,0.8229341772616137
88,D. tilleyi,tilleyi,43.0272,265.0104,1.0048119993887532
88,D. valtos,valtos,49.608,311.7168,1.3543202793398534
88,D. welteri,welteri,48.4272,301.536,0.8991426778728607
88,D. wrighti,wrighti,44.892,247.6224,0.9597582646699268
89,D. aeneus,aeneus,36.072,207.936,0.5261163771393643
89,D. amphileucus,amphileucus,44.2872,316.9152,1.0126502872860637
89,D. anicetus,anicetus,41.4432,243.936,0.8794444810513448
89,D. apalachicolae,apalachicolae,44.6688,300.1536,0.8901644743276284
89,D. auriculatus,auriculatus,49.356,320.1624,1.109857459046455
89,D. bairdi,bairdi,44.0064,305.9064,1.0873384694376529
89,D. brimleyorum,brimleyorum,45.6984,327.4776,0.9789663319070905
89,D. campi,campi,36.6624,257.9688,0.8329908808068459
89,D. folkertsi,folkertsi,43.9704,268.8768,1.0014116020782395
89,D. fuscus,fuscus,47.412,273.6072,1.0
89,D. gvnigeusgwotli,gvnigeusgwotli,47.0016,272.4048,0.9138648643031785
89,D. intermedius,intermedius,49.5792,325.1952,1.0926819853300733
89,D. kanawha,kanawha,42.6672,289.2384,1.0954085152811737
89,D. marmoratus,marmoratus,48.3408,274.6224,1.0582006363080685
89,D. mavrokoilius,mavrokoilius,40.4352,269.064,1.0252603856968217
89,D. monticola,monticola,39.2472,260.1504,1.0063794040342298
89,D. ochrophaeus,ochrophaeus,52.6104,268.524,0.7980841687041564
89,D. ocoee,ocoee,43.992,293.1552,0.9591795592909536
89,D. orestes,orestes,45.9936,254.664,0.7379848728606357
89,D. perlapsus,perlapsus,44.4816,293.6088,0.825161544621027
89,D. tilleyi,tilleyi,41.7024,267.1488,0.9759960935207824
89,D. valtos,valtos,50.7744,316.9368,1.3292714865525672
89,D. welteri,welteri,48.672,302.8464,0.8863027677261613
89,D. wrighti,wrighti,42.1632,237.132,0.8607179853300734
90,D. aeneus,aeneus,38.0448,209.4336,0.5523456577017115
90,D. amphileucus,amphileucus,44.2872,318.8592,1.064653663202934
90,D. anicetus,anicetus,41.184,243.2232,0.883101012224939
90,D. apalachicolae,apalachicolae,44.8992,300.2544,0.9938607347188264
90,D. auriculatus,auriculatus,49.9536,313.6752,1.038839748777506
