bootstrap_replicate,species,tree_tip,genome_size_pg,nucleus_area_um2,cell_area_um2
53,D. valtos,valtos,21.42653045,51.81840000,323.21520000
53,D. welteri,welteri,14.85652451,48.92400000,302.71680000
53,D. wrighti,wrighti,13.45480336,42.96960000,247.72320000
54,D. aeneus,aeneus,9.56655751,37.62000000,208.05120000
54,D. amphileucus,amphileucus,18.60439868,44.79120000,320.87520000
54,D. anicetus,anicetus,15.31686120,41.18400000,246.77280000
54,D. apalachicolae,apalachicolae,15.12159227,46.39680000,299.04480000
54,D. auriculatus,auriculatus,17.55814271,48.29760000,312.40800000
54,D. bairdi,bairdi,18.93799118,44.00640000,305.90640000
54,D. brimleyorum,brimleyorum,17.81558577,46.26000000,330.85440000
54,D. campi,campi,14.91832144,35.87760000,257.64480000
54,D. folkertsi,folkertsi,17.33242053,46.89360000,269.04240000
54,D. fuscus,fuscus,16.36000000,47.37600000,271.50480000
54,D. gvnigeusgwotli,gvnigeusgwotli,15.43867428,46.67040000,272.77200000
54,D. intermedius,intermedius,17.94035178,49.05360000,325.44720000
54,D. kanawha,kanawha,16.36536009,40.61520000,290.26080000
54,D. marmoratus,marmoratus,17.97993440,48.32640000,276.32160000
54,D. mavrokoilius,mavrokoilius,15.45382808,42.75360000,268.30080000
54,D. monticola,monticola,17.05851011,39.62880000,263.43360000
54,D. ochrophaeus,ochrophaeus,13.98309896,54.29520000,278.09280000
54,D. ocoee,ocoee,16.53339528,42.31440000,292.26960000
54,D. orestes,orestes,16.49636789,48.26880000,256.36320000
54,D. perlapsus,perlapsus,13.83588663,42.58080000,291.79440000
54,D. tilleyi,tilleyi,16.83732987,41.57280000,263.58480000
54,D. valtos,valtos,22.12758163,49.79520000,314.19360000
54,D. welteri,welteri,15.01902899,48.64320000,304.54560000
54,D. wrighti,wrighti,14.52900800,41.28480000,238.71600000
55,D. aeneus,aeneus,10.07084902,35.48880000,208.11600000
55,D. amphileucus,amphileucus,18.21419509,44.40960000,321.69600000
55,D. anicetus,anicetus,15.81058910,42.06240000,243.93600000
55,D. apalachicolae,apalachicolae,15.11145970,44.30160000,300.31200000
55,D. auriculatus,auriculatus,18.01151465,49.34880000,316.77840000
55,D. bairdi,bairdi,19.02142118,43.86240000,307.59840000
55,D. brimleyorum,brimleyorum,18.27904428,45.16560000,330.08400000
55,D. campi,campi,14.80693981,37.44720000,249.86880000
55,D. folkertsi,folkertsi,17.47920373,44.59680000,267.01920000
55,D. fuscus,fuscus,16.36000000,45.30960000,272.43360000
55,D. gvnigeusgwotli,gvnigeusgwotli,15.56876547,45.67680000,274.22640000
55,D. intermedius,intermedius,19.04606368,48.83040000,324.84960000
55,D. kanawha,kanawha,15.67821802,41.42160000,288.66240000
55,D. marmoratus,marmoratus,18.28584519,48.10320000,273.78720000
55,D. mavrokoilius,mavrokoilius,16.57056399,42.04080000,269.35920000
55,D. monticola,monticola,15.36264891,39.53520000,260.04960000
55,D. ochrophaeus,ochrophaeus,13.97468698,52.60320000,274.14720000
55,D. ocoee,ocoee,17.16537396,43.57440000,291.96000000
55,D. orestes,orestes,15.36563076,47.60640000,256.40640000
55,D. perlapsus,perlapsus,14.83219177,44.65440000,298.66320000
55,D. tilleyi,tilleyi,16.91302965,42.23520000,266.74560000
55,D. valtos,valtos,23.31036017,49.98240000,316.93680000
55,D. welteri,welteri,14.34341834,48.86640000,310.21200000
55,D. wrighti,wrighti,13.76098325,41.28480000,215.10720000
56,D. aeneus,aeneus,9.08573576,38.25360000,209.23200000
56,D. amphileucus,amphileucus,15.53702739,44.56080000,319.63680000
56,D. anicetus,anicetus,14.54728676,41.70240000,242.74080000
56,D. apalachicolae,apalachicolae,14.94045726,44.17920000,300.33360000
56,D. auriculatus,auriculatus,18.31587627,50.07600000,314.23680000
56,D. bairdi,bairdi,18.38488726,45.00720000,305.90640000
56,D. brimleyorum,brimleyorum,17.44349198,46.10880000,325.14480000
56,D. campi,campi,13.88191166,36.66240000,258.59520000
56,D. folkertsi,folkertsi,16.98534636,45.99360000,269.74080000
56,D. fuscus,fuscus,16.36000000,46.94400000,272.11680000
56,D. gvnigeusgwotli,gvnigeusgwotli,14.09474465,46.24560000,270.66240000
56,D. intermedius,intermedius,17.60387934,48.85200000,326.93760000
56,D. kanawha,kanawha,17.80921022,40.98960000,288.69120000
56,D. marmoratus,marmoratus,17.18331230,48.29040000,276.12000000
56,D. mavrokoilius,mavrokoilius,14.26544778,42.35040000,268.64640000
56,D. monticola,monticola,15.55488307,39.42000000,260.10720000
56,D. ochrophaeus,ochrophaeus,12.60393403,52.60320000,271.88640000
56,D. ocoee,ocoee,16.04467658,42.31440000,292.78080000
56,D. orestes,orestes,12.22418502,46.05120000,256.36320000
56,D. perlapsus,perlapsus,12.86367843,44.42400000,290.27520000
56,D. tilleyi,tilleyi,16.06147754,41.85360000,262.90800000
56,D. valtos,valtos,21.45901195,50.78160000,313.79040000
56,D. welteri,welteri,14.29352114,48.76560000,303.43680000
56,D. wrighti,wrighti,14.56470475,42.96960000,237.03120000
57,D. aeneus,aeneus,9.51945236,37.65600000,208.98720000
57,D. amphileucus,amphileucus,16.18292610,44.28720000,319.55040000
57,D. anicetus,anicetus,14.51093562,41.16960000,242.82720000
57,D. apalachicolae,apalachicolae,14.46563382,44.35200000,297.89280000
57,D. auriculatus,auriculatus,16.56135987,49.76640000,316.89360000
57,D. bairdi,bairdi,18.03572788,43.99200000,307.30320000
57,D. brimleyorum,brimleyorum,16.56819826,45.26640000,328.81680000
57,D. campi,campi,14.19051064,35.95680000,257.45040000
57,D. folkertsi,folkertsi,15.69301369,44.72640000,268.84080000
57,D. fuscus,fuscus,16.36000000,48.11040000,272.93760000
57,D. gvnigeusgwotli,gvnigeusgwotli,14.64744605,46.71360000,272.53440000
57,D. intermedius,intermedius,16.18570037,49.14000000,323.74080000
57,D. kanawha,kanawha,14.59850585,41.76000000,287.81280000
57,D. marmoratus,marmoratus,16.71435069,46.72800000,276.40800000
57,D. mavrokoilius,mavrokoilius,15.99739405,42.99840000,269.02080000
57,D. monticola,monticola,15.33908690,39.48480000,259.53120000
57,D. ochrophaeus,ochrophaeus,11.93424199,51.07680000,267.72480000
57,D. ocoee,ocoee,16.63372555,43.09200000,291.67200000
57,D. orestes,orestes,13.62020645,46.85760000,255.60000000
57,D. perlapsus,perlapsus,13.56921226,41.24160000,293.02560000
57,D. tilleyi,tilleyi,15.33534484,41.06880000,266.52960000
57,D. valtos,valtos,21.24717775,49.63680000,312.17040000
57,D. welteri,welteri,13.03796971,48.90240000,307.44720000
57,D. wrighti,wrighti,14.46921413,45.93600000,247.52160000
58,D. aeneus,aeneus,9.18542967,35.76960000,211.47840000
58,D. amphileucus,amphileucus,14.97185074,43.84800000,319.73040000
58,D. anicetus,anicetus,14.51180566,41.17680000,245.16000000
58,D. apalachicolae,apalachicolae,15.52539378,44.62560000,301.02480000
58,D. auriculatus,auriculatus,16.45724144,49.51440000,315.13680000
58,D. bairdi,bairdi,17.91585864,43.99200000,307.26720000
58,D. brimleyorum,brimleyorum,17.13850160,46.10880000,329.69520000
58,D. campi,campi,14.08527100,37.79280000,252.46800000
58,D. folkertsi,folkertsi,16.39809692,46.72800000,269.30160000
58,D. fuscus,fuscus,16.36000000,47.47680000,271.96560000
58,D. gvnigeusgwotli,gvnigeusgwotli,14.43439944,46.33920000,271.56240000
58,D. intermedius,intermedius,16.01692462,47.19600000,325.23840000
58,D. kanawha,kanawha,16.17430016,40.83120000,288.66240000
58,D. marmoratus,marmoratus,16.12927155,48.49920000,275.52960000
58,D. mavrokoilius,mavrokoilius,16.20688251,42.99840000,269.60400000
58,D. monticola,monticola,15.19934291,40.30560000,259.51680000
58,D. ochrophaeus,ochrophaeus,12.35792212,52.46640000,274.85280000
58,D. ocoee,ocoee,15.37693816,43.44480000,292.37040000
58,D. orestes,orestes,14.73904031,46.31760000,255.47040000
58,D. perlapsus,perlapsus,13.96069716,43.50240000,287.19360000
58,D. tilleyi,tilleyi,15.69293196,41.60160000,267.14880000
58,D. valtos,valtos,21.21025899,50.51520000,314.59680000
58,D. welteri,welteri,14.15493057,50.62320000,302.80320000
58,D. wrighti,wrighti,13.15405896,48.64320000,176.70240000
59,D. aeneus,aeneus,8.86981731,36.05760000,208.29600000
59,D. amphileucus,amphileucus,15.49428093,44.14320000,318.78000000
59,D. anicetus,anicetus,13.51298032,42.68880000,242.98560000
59,D. apalachicolae,apalachicolae,13.48823401,44.30160000,299.54880000
59,D. auriculatus,auriculatus,15.55300976,48.44880000,316.89360000
59,D. bairdi,bairdi,16.84122503,43.99920000,305.20800000
59,D. brimleyorum,brimleyorum,14.89386260,44.02800000,328.81680000
59,D. campi,campi,13.08167607,36.67680000,259.13520000
59,D. folkertsi,folkertsi,14.78579213,43.53120000,269.30160000
59,D. fuscus,fuscus,16.36000000,45.19440000,273.68640000
59,D. gvnigeusgwotli,gvnigeusgwotli,13.36718442,47.26080000,273.72240000
59,D. intermedius,intermedius,16.18952557,49.27680000,325.19520000
59,D. kanawha,kanawha,14.00888367,40.99680000,288.77040000
59,D. marmoratus,marmoratus,16.17334762,49.32000000,275.02560000
59,D. mavrokoilius,mavrokoilius,13.87026900,45.34560000,271.82880000
59,D. monticola,monticola,16.34930866,39.35520000,260.07840000
59,D. ochrophaeus,ochrophaeus,11.90149798,51.26400000,266.18400000
59,D. ocoee,ocoee,14.37426073,43.35120000,291.96000000
59,D. orestes,orestes,12.61309578,46.05120000,255.35520000
59,D. perlapsus,perlapsus,13.17395675,43.38000000,290.21040000
59,D. tilleyi,tilleyi,14.30053566,41.70240000,265.98960000
59,D. valtos,valtos,19.87918079,49.57920000,314.91360000
59,D. welteri,welteri,14.01819815,48.64320000,310.92480000
59,D. wrighti,wrighti,14.46266653,45.93600000,247.72320000
60,D. aeneus,aeneus,10.74254922,37.66320000,207.75600000
60,D. amphileucus,amphileucus,17.65479016,45.17280000,320.01840000
60,D. anicetus,anicetus,17.45267678,41.70240000,242.74080000
60,D. apalachicolae,apalachicolae,18.00836668,45.50400000,293.65920000
60,D. auriculatus,auriculatus,19.98254520,49.76640000,316.89360000
60,D. bairdi,bairdi,21.11983255,43.99920000,307.59840000
60,D. brimleyorum,brimleyorum,19.91439521,45.21600000,330.08400000
60,D. campi,campi,16.68988573,36.66960000,258.30720000
60,D. folkertsi,folkertsi,19.46890881,45.57600000,268.80480000
60,D. fuscus,fuscus,16.36000000,47.31120000,273.52800000
60,D. gvnigeusgwotli,gvnigeusgwotli,17.75038174,46.08000000,271.36800000
60,D. intermedius,intermedius,21.34778986,49.82400000,325.25280000
60,D. kanawha,kanawha,21.47816456,40.88880000,286.22880000
60,D. marmoratus,marmoratus,20.48805849,46.72800000,274.06080000
60,D. mavrokoilius,mavrokoilius,19.01370379,41.32800000,269.31600000
60,D. monticola,monticola,18.71442245,39.61440000,260.15040000
60,D. ochrophaeus,ochrophaeus,14.97020867,52.63920000,272.72160000
60,D. ocoee,ocoee,19.92929018,44.19360000,293.11200000
60,D. orestes,orestes,16.53959591,47.13120000,256.40640000
60,D. perlapsus,perlapsus,17.01032745,41.29920000,290.21040000
60,D. tilleyi,tilleyi,18.33606953,42.60240000,262.69200000
60,D. valtos,valtos,26.04549923,50.24880000,313.20000000
60,D. welteri,welteri,16.57366372,48.76560000,306.77760000
60,D. wrighti,wrighti,15.60233510,42.16320000,226.54080000
61,D. aeneus,aeneus,7.98222432,36.77760000,208.29600000
61,D. amphileucus,amphileucus,15.10880557,44.40960000,318.51360000
61,D. anicetus,anicetus,13.40423496,42.48000000,242.33760000
61,D. apalachicolae,apalachicolae,13.49864902,44.97120000,301.06080000
61,D. auriculatus,auriculatus,17.19947444,48.90240000,315.17280000
61,D. bairdi,bairdi,16.39480023,43.81920000,309.71520000
61,D. brimleyorum,brimleyorum,15.80522824,45.18000000,329.40000000
61,D. campi,campi,13.33383848,36.74880000,258.30000000
61,D. folkertsi,folkertsi,14.34417262,44.48880000,270.23760000
61,D. fuscus,fuscus,16.36000000,46.40400000,271.72080000
61,D. gvnigeusgwotli,gvnigeusgwotli,13.15322200,45.67680000,273.03840000
61,D. intermedius,intermedius,15.96340547,48.08160000,326.26080000
61,D. kanawha,kanawha,13.78718115,43.04160000,288.06480000
61,D. marmoratus,marmoratus,15.68902829,47.70000000,274.21920000
61,D. mavrokoilius,mavrokoilius,14.86959399,41.32800000,269.02080000
61,D. monticola,monticola,14.83444490,39.42000000,260.10000000
61,D. ochrophaeus,ochrophaeus,11.60920383,51.81120000,282.42720000
61,D. ocoee,ocoee,14.22556674,44.28000000,294.50160000
61,D. orestes,orestes,12.94414944,45.76320000,254.66400000
61,D. perlapsus,perlapsus,11.79306632,42.58080000,299.82240000
61,D. tilleyi,tilleyi,14.88505816,42.01920000,264.18240000
61,D. valtos,valtos,19.52627330,50.24880000,315.54720000
61,D. welteri,welteri,13.11800368,48.84480000,306.77760000
61,D. wrighti,wrighti,13.86557891,43.84800000,225.69840000
62,D. aeneus,aeneus,10.03503028,37.62000000,211.47840000
62,D. amphileucus,amphileucus,17.04405604,44.43120000,318.54240000
62,D. anicetus,anicetus,14.81267139,41.15520000,244.19520000
62,D. apalachicolae,apalachicolae,14.09282847,45.87120000,296.71200000
62,D. auriculatus,auriculatus,16.72591687,49.34880000,316.65600000
62,D. bairdi,bairdi,18.33127219,44.00640000,307.00800000
62,D. brimleyorum,brimleyorum,17.12623439,45.00000000,328.81680000
62,D. campi,campi,14.71678618,38.18880000,247.79520000
62,D. folkertsi,folkertsi,16.19215545,46.28160000,268.87680000
62,D. fuscus,fuscus,16.36000000,45.97920000,274.03920000
62,D. gvnigeusgwotli,gvnigeusgwotli,14.79989060,46.08000000,271.85760000
62,D. intermedius,intermedius,17.97633650,50.09760000,325.19520000
62,D. kanawha,kanawha,14.68525171,43.04160000,288.77040000
62,D. marmoratus,marmoratus,16.23043323,48.32640000,276.63120000
62,D. mavrokoilius,mavrokoilius,15.14879635,42.87600000,268.14240000
62,D. monticola,monticola,15.72482981,39.61440000,260.12880000
62,D. ochrophaeus,ochrophaeus,12.72977405,52.31520000,274.08240000
62,D. ocoee,ocoee,15.41856000,44.26560000,294.53040000
62,D. orestes,orestes,16.75098670,46.58400000,255.73680000
62,D. perlapsus,perlapsus,15.27603911,44.42400000,290.69280000
62,D. tilleyi,tilleyi,15.60255919,42.96240000,267.23520000
62,D. valtos,valtos,21.46531079,49.57920000,314.75520000
62,D. welteri,welteri,14.30907322,48.67200000,303.43680000
62,D. wrighti,wrighti,13.74208568,45.36720000,238.71600000
63,D. aeneus,aeneus,9.48305271,37.62000000,208.29600000
63,D. amphileucus,amphileucus,16.02820901,45.60480000,318.43440000
63,D. anicetus,anicetus,15.12248741,41.88240000,244.27440000
63,D. apalachicolae,apalachicolae,15.59222838,45.50400000,300.80160000
63,D. auriculatus,auriculatus,18.84443135,49.23360000,313.11360000
63,D. bairdi,bairdi,18.63549829,43.99920000,306.37440000
63,D. brimleyorum,brimleyorum,15.51757917,45.68400000,326.66400000
63,D. campi,campi,14.38928822,37.39680000,257.77440000
63,D. folkertsi,folkertsi,16.59225478,44.17200000,268.87680000
63,D. fuscus,fuscus,16.36000000,46.18080000,273.44160000
63,D. gvnigeusgwotli,gvnigeusgwotli,14.89118833,46.69200000,272.41920000
63,D. intermedius,intermedius,17.40909844,48.85200000,325.19520000
63,D. kanawha,kanawha,17.92462016,40.68000000,286.87680000
63,D. marmoratus,marmoratus,17.08751226,46.55520000,274.06080000
63,D. mavrokoilius,mavrokoilius,14.93990468,44.85600000,269.60400000
63,D. monticola,monticola,17.21718309,39.58560000,258.95520000
63,D. ochrophaeus,ochrophaeus,13.20372568,54.16560000,275.59440000
63,D. ocoee,ocoee,16.80619116,42.24960000,292.52160000
63,D. orestes,orestes,14.15259806,45.33840000,255.20400000
63,D. perlapsus,perlapsus,14.08795821,43.25760000,289.46880000
63,D. tilleyi,tilleyi,16.15018091,41.81040000,263.12400000
63,D. valtos,valtos,22.63959442,49.52880000,313.74000000
63,D. welteri,welteri,14.19658614,48.63600000,304.67520000
63,D. wrighti,wrighti,14.23482014,42.96960000,225.69840000
64,D. aeneus,aeneus,9.36820294,35.89920000,212.32800000
64,D. amphileucus,amphileucus,18.02144562,44.43120000,319.17600000
64,D. anicetus,anicetus,15.43809928,41.16960000,242.10720000
64,D. apalachicolae,apalachicolae,14.59855823,44.62560000,298.97280000
64,D. auriculatus,auriculatus,17.67944285,48.18240000,315.99360000
64,D. bairdi,bairdi,18.57328571,44.89920000,305.66880000
64,D. brimleyorum,brimleyorum,18.16414628,45.11520000,325.14480000
64,D. campi,campi,14.87095666,36.71280000,257.97600000
64,D. folkertsi,folkertsi,17.30958642,43.83360000,269.10000000
64,D. fuscus,fuscus,16.36000000,47.70720000,270.79920000
64,D. gvnigeusgwotli,gvnigeusgwotli,15.55471027,46.89360000,272.63520000
64,D. intermedius,intermedius,18.85509594,48.93840000,323.52480000
64,D. kanawha,kanawha,18.37827766,41.09760000,286.87680000
64,D. marmoratus,marmoratus,18.06324780,49.55760000,274.62240000
64,D. mavrokoilius,mavrokoilius,13.73594581,44.05680000,269.06400000
64,D. monticola,monticola,17.48540968,39.31200000,258.73920000
64,D. ochrophaeus,ochrophaeus,13.53510538,50.86080000,275.44320000
64,D. ocoee,ocoee,16.01324889,43.87680000,295.67520000
64,D. orestes,orestes,14.77601002,44.31600000,255.06000000
64,D. perlapsus,perlapsus,14.54269643,41.52960000,296.64000000
64,D. tilleyi,tilleyi,15.96203570,41.65200000,263.92320000
64,D. valtos,valtos,22.72620723,49.96800000,316.10880000
64,D. welteri,welteri,14.88500331,48.63600000,304.11360000
64,D. wrighti,wrighti,15.42642950,40.47840000,215.10720000
65,D. aeneus,aeneus,10.65672655,38.46240000,200.60640000
65,D. amphileucus,amphileucus,17.34957290,44.92800000,318.78000000
65,D. anicetus,anicetus,14.72600775,40.56480000,244.21680000
65,D. apalachicolae,apalachicolae,15.15921744,43.94880000,300.80160000
65,D. auriculatus,auriculatus,15.67225010,48.80160000,315.17280000
65,D. bairdi,bairdi,17.91309222,44.51760000,307.30320000
65,D. brimleyorum,brimleyorum,15.52337327,45.26640000,327.71520000
65,D. campi,campi,14.53419474,36.66960000,246.95280000
65,D. folkertsi,folkertsi,16.69750235,44.87040000,266.63040000
65,D. fuscus,fuscus,16.36000000,47.75760000,273.52800000
65,D. gvnigeusgwotli,gvnigeusgwotli,15.78474107,46.87200000,272.36880000
65,D. intermedius,intermedius,17.10555262,49.42800000,326.59200000
65,D. kanawha,kanawha,16.94414046,42.07680000,287.06400000
65,D. marmoratus,marmoratus,17.36190898,47.16000000,276.14160000
65,D. mavrokoilius,mavrokoilius,14.80087841,41.16240000,268.91280000
65,D. monticola,monticola,17.58247957,39.60720000,260.15040000
65,D. ochrophaeus,ochrophaeus,13.17625586,52.61760000,268.71120000
65,D. ocoee,ocoee,15.61131516,43.66800000,293.99040000
65,D. orestes,orestes,12.77153239,46.05120000,254.67840000
65,D. perlapsus,perlapsus,15.24938616,42.30000000,290.62800000
65,D. tilleyi,tilleyi,15.73494271,42.99120000,263.24640000
65,D. valtos,valtos,22.27325378,50.24880000,312.78240000
65,D. welteri,welteri,14.51365555,48.78720000,307.12320000
65,D. wrighti,wrighti,14.94067655,39.57840000,203.67360000
66,D. aeneus,aeneus,9.19696204,37.85760000,209.43360000
66,D. amphileucus,amphileucus,16.70939746,44.92800000,318.32640000
66,D. anicetus,anicetus,14.50436959,40.43520000,244.29600000
66,D. apalachicolae,apalachicolae,14.99549061,46.23840000,297.89280000
66,D. auriculatus,auriculatus,16.37247456,50.26320000,316.88640000
66,D. bairdi,bairdi,17.51978964,45.20160000,307.69920000
66,D. brimleyorum,brimleyorum,14.83737222,43.90560000,325.80000000
66,D. campi,campi,13.66767749,37.03680000,257.90400000
66,D. folkertsi,folkertsi,15.78415598,44.15040000,267.01920000
66,D. fuscus,fuscus,16.36000000,47.69280000,271.88640000
66,D. gvnigeusgwotli,gvnigeusgwotli,14.94362027,46.67040000,275.11920000
66,D. intermedius,intermedius,16.38127381,49.27680000,325.49760000
66,D. kanawha,kanawha,17.19196773,41.36400000,288.61920000
66,D. marmoratus,marmoratus,17.13177821,46.54080000,276.40800000
