panel,species,species_key,estimated_genome_pg,estimated_genome_pg_q1,estimated_genome_pg_q3,iod_ratio_to_reference,n_selected_pairs,n_selected_images,n_selected_specimens,effective_n,support_label,support_warnings,expected_parent_genome_pg,terminal_log_shift,terminal_pct_shift,terminal_branch_length_mya,terminal_branch_scaled_shift,terminal_shift_z,abs_terminal_shift_z,nearest_species_key,nearest_species,nearest_patristic_distance_mya,nearest_genome_pg,nearest_relative_pct_diff,abs_nearest_relative_pct_diff,fuscus_genome_pg,delta_vs_fuscus_pg,pct_vs_fuscus,abs_pct_vs_fuscus,patristic_distance_to_fuscus_mya,viewer_species_url,support_label_current_top50_primary,support_warnings_current_top50_primary,estimated_genome_pg_current_top50_primary,estimated_genome_pg_balanced_qc_only,support_label_balanced_qc_only,support_warnings_balanced_qc_only,panel_minus_current_pg,panel_vs_current_pct,panel_minus_original_balanced_pg,panel_vs_original_balanced_pct,balanced_minus_current_pg,balanced_vs_current_pct,abs_balanced_vs_current_pct,trigger_fuscus_delta_ge_50pct,trigger_terminal_phylo_z_ge_2,trigger_nearest_relative_jump_ge_25pct,trigger_method_shift_ge_40pct,trigger_low_independent_support,audit_trigger_count,audit_trigger_summary,audit_priority_score,audit_priority_tier,fuscus_deviation_rank,terminal_phylo_rank,nearest_relative_jump_rank,audit_priority_rank
balanced_all_strict,D. folkertsi,folkertsi,21.602707,20.470796,23.138614,1.320459,50,2,2,50,medium,NA,21.06221428536283,0.02533798797784481,2.566172327915117,6.0876719999999995,0.01026943388650674,0.2018485927730944,0.2018485927730944,amphileucus,D. amphileucus,12.175343999999999,21.513422,0.4150199814794808,0.4150199814794808,16.36,5.242706999999999,32.04588630806846,32.04588630806846,33.416672,../viewer_balanced_qc_only/index.html?species=D.%20folkertsi,medium,size_darkness_selected_top50,13.794178,21.602707,medium,NA,7.808528999999998,56.60742524853599,0,0,7.808528999999998,56.60742524853599,56.60742524853599,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.2745527494070426,watch,7,19,21,21
balanced_qc_curated,D. valtos,valtos,28.951554,27.125179,30.051382,1.769655,50,2,2,50,medium,NA,23.849063684132084,0.19387892329807066,21.394929308117238,4.212563,0.09446205618237356,2.3831676525858243,2.3831676525858243,bairdi,D. bairdi,8.425126,24.41894,18.56187860734333,18.56187860734333,16.36,12.591554000000002,76.96548899755501,76.96548899755501,15.195764,../viewer_balanced_qc_curated/index.html?species=D.%20valtos,low,low_image_count; low_specimen_count; size_darkness_selected_top50,19.770085,28.899468,medium,NA,9.181469,46.44122167405958,0.05208600000000274,0.1802316914622848,9.181469,46.44122167405958,46.44122167405958,TRUE,TRUE,FALSE,TRUE,FALSE,3,fuscus_delta_ge_50pct; terminal_phylo_z_ge_2; method_shift_ge_40pct,5.825983118682147,high,1,2,7,1
balanced_qc_curated,D. kanawha,kanawha,22.45722,19.828407,23.915528,1.372691,50,2,2,50,medium,NA,20.107534418583498,0.11051757452514144,11.68559770930897,2.724315,0.06695803257151617,1.6715270733605567,1.6715270733605567,mavrokoilius,D. mavrokoilius,5.44863,17.04791,31.730047847507393,31.730047847507393,16.36,6.09722,37.26907090464549,37.26907090464549,24.749036000000004,../viewer_balanced_qc_curated/index.html?species=D.%20kanawha,low,low_image_count; low_specimen_count; size_darkness_selected_top50,13.250501,21.488225,medium,NA,9.206719,69.48204449024229,0.9689949999999996,4.509423184092687,9.206719,69.48204449024229,69.48204449024229,FALSE,FALSE,TRUE,TRUE,FALSE,2,nearest_relative_jump_ge_25pct; method_shift_ge_40pct,5.423161517609819,high,5,5,2,2
balanced_qc_curated,D. intermedius,intermedius,23.176011,21.960849,25.671926,1.416627,50,2,2,50,medium,NA,20.508427719507598,0.12228182516468822,13.007253978592415,2.5046169999999996,0.077266501815742,1.938248958408344,1.938248958408344,marmoratus,D. marmoratus,5.009234999999999,19.073482,21.50907212432425,21.50907212432425,16.36,6.816011,41.662658924205374,41.662658924205374,24.749035000000003,../viewer_balanced_qc_curated/index.html?species=D.%20intermedius,medium,size_darkness_selected_top50,16.285297,23.336758,medium,NA,6.890713999999999,42.312485919047106,-0.16074700000000064,-0.6888146159805042,6.890713999999999,42.312485919047106,42.312485919047106,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,4.689677169841599,watch,4,4,5,3
balanced_qc_curated,D. mavrokoilius,mavrokoilius,17.04791,15.429697,19.678258,1.042048,50,3,2,40.615385,medium,NA,20.107534418583498,-0.16506697595251207,-15.216308249885536,2.724315,-0.10000726128671646,-2.6485418777468355,2.6485418777468355,kanawha,D. kanawha,5.44863,22.45722,-24.08717552751408,24.08717552751408,16.36,0.6879100000000022,4.204828850855757,4.204828850855757,24.749036000000004,../viewer_balanced_qc_curated/index.html?species=D.%20mavrokoilius,medium,size_darkness_selected_top50,12.848645,17.04791,medium,NA,4.199265000000002,32.682551350745555,0,0,4.199265000000002,32.682551350745555,32.682551350745555,FALSE,TRUE,FALSE,FALSE,FALSE,1,terminal_phylo_z_ge_2,4.513189259633153,high,20,1,4,4
balanced_qc_curated,D. ochrophaeus,ochrophaeus,17.959458,16.583124,18.281893,1.097766,50,2,2,18,limited,NA,19.91874397157865,-0.10354431228791405,-9.836393170042657,8.714544,-0.035075503544801385,-0.9684941020704706,0.9684941020704706,bairdi,D. bairdi,17.429087,24.41894,-26.452753477423663,26.452753477423663,16.36,1.599458000000002,9.776638141809313,9.776638141809313,17.429087000000003,../viewer_balanced_qc_curated/index.html?species=D.%20ochrophaeus,limited,size_darkness_selected_top50,11.057864,17.959458,limited,NA,6.901594000000001,62.4134462134821,0,0,6.901594000000001,62.4134462134821,62.4134462134821,FALSE,FALSE,TRUE,TRUE,FALSE,2,nearest_relative_jump_ge_25pct; method_shift_ge_40pct,4.282473159340656,high,18,9,3,5
balanced_qc_curated,D. bairdi,bairdi,24.41894,23.214832,25.719597,1.4926,50,1,1,50,low,low_image_count; low_specimen_count,23.849063684132084,0.02361410266028141,2.3895123239034755,4.212563,0.011505307819161162,0.23674030467820315,0.23674030467820315,valtos,D. valtos,8.425126,28.951554,-15.655857367794502,15.655857367794502,16.36,8.05894,49.26002444987776,49.26002444987776,15.195764,../viewer_balanced_qc_curated/index.html?species=D.%20bairdi,low,low_image_count; low_specimen_count; size_darkness_selected_top50,16.285622,24.41894,low,low_image_count; low_specimen_count,8.133318,49.94170931880895,0,0,8.133318,49.94170931880895,49.94170931880895,FALSE,FALSE,FALSE,TRUE,TRUE,2,method_shift_ge_40pct; low_independent_support,4.096717821357762,medium,2,18,9,6
balanced_qc_curated,D. brimleyorum,brimleyorum,23.656833,22.874948,26.140645,1.446017,50,2,2,50,medium,NA,20.26202637892021,0.15490348246210806,16.754526707218197,9.288645,0.05082589078928405,1.2541231733173688,1.2541231733173688,ocoee,D. ocoee,18.577289999999998,21.654861,9.244908106313865,9.244908106313865,16.36,7.2968329999999995,44.601668704156474,44.601668704156474,19.557731000000004,../viewer_balanced_qc_curated/index.html?species=D.%20brimleyorum,low,low_image_count; low_specimen_count; size_darkness_selected_top50,15.080389,23.656833,medium,NA,8.576443999999999,56.87150377884813,0,0,8.576443999999999,56.87150377884813,56.87150377884813,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,3.9377404661242563,watch,3,7,14,7
balanced_qc_curated,D. perlapsus,perlapsus,18.663094,17.680151,20.870409,1.140776,50,3,3,49.959184,medium,NA,19.78976370264581,-0.05861682841101068,-5.6931943179047595,5.75545,-0.024433330728369153,-0.6931379529319286,0.6931379529319286,ocoee,D. ocoee,11.5109,21.654861,-13.815683231584808,13.815683231584808,16.36,2.3030940000000015,14.077591687041568,14.077591687041568,19.557731000000004,../viewer_balanced_qc_curated/index.html?species=D.%20perlapsus,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,10.725843,18.663094,medium,NA,7.937251000000002,74.00118573430548,0,0,7.937251000000002,74.00118573430548,74.00118573430548,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,3.3773467592937894,watch,17,12,10,8
balanced_qc_curated,D. anicetus,anicetus,19.866164,18.998137,21.091122,1.214313,50,1,1,50,low,low_image_count; low_specimen_count,20.342881050116635,-0.023713042068608914,-2.3434097114474417,6.463080000000001,-0.009327548286209651,-0.30229012939582334,0.30229012939582334,tilleyi,D. tilleyi,12.92616,21.626794,-8.140966247701808,8.140966247701808,16.36,3.506164000000002,21.431320293398535,21.431320293398535,19.557732,../viewer_balanced_qc_curated/index.html?species=D.%20anicetus,low,low_image_count; low_specimen_count; size_darkness_selected_top50,13.069896,19.866164,low,low_image_count; low_specimen_count,6.796268000000001,51.99940382081083,0,0,6.796268000000001,51.99940382081083,51.99940382081083,FALSE,FALSE,FALSE,TRUE,TRUE,2,method_shift_ge_40pct; low_independent_support,3.356540280692137,medium,12,17,16,9
balanced_qc_curated,D. gvnigeusgwotli,gvnigeusgwotli,20.425734,18.776917,21.562826,1.248517,50,1,1,50,low,low_image_count; low_specimen_count,21.04022332536255,-0.029640425683612026,-2.9205456418412767,4.908482,-0.01337860511274525,-0.40710739058273665,0.40710739058273665,amphileucus,D. amphileucus,9.816964,21.513422,-5.055857687354437,5.055857687354437,16.36,4.065733999999999,24.851674816625913,24.851674816625913,33.416672,../viewer_balanced_qc_curated/index.html?species=D.%20gvnigeusgwotli,low,low_image_count; low_specimen_count; size_darkness_selected_top50,13.709404,20.425734,low,low_image_count; low_specimen_count,6.716329999999999,48.99067822350265,0,0,6.716329999999999,48.99067822350265,48.99067822350265,FALSE,FALSE,FALSE,TRUE,TRUE,2,method_shift_ge_40pct; low_independent_support,3.3311421499969986,medium,10,16,20,10
balanced_qc_curated,D. fuscus,fuscus,16.36,14.990349,20.313184,1,50,8,4,49.777778,medium,NA,20.060594543895125,-0.20391808919989973,-18.44708309017339,7.597882,-0.07397917447338596,-1.9750897662291547,1.9750897662291547,bairdi,D. bairdi,15.195764,24.41894,-33.002824856443404,33.002824856443404,16.36,0,0,0,0,../viewer_balanced_qc_curated/index.html?species=D.%20fuscus,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,16.36,16.36,medium,NA,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1,nearest_relative_jump_ge_25pct,3.295202760486891,high,21,3,1,11
balanced_qc_curated,D. welteri,welteri,17.066358,15.813828000000001,19.508456,1.043176,50,4,2,45.311203,medium,NA,19.92088990159516,-0.15465976765716638,-14.329339280001662,7.954725,-0.05483587379263664,-1.4797749796553794,1.4797749796553794,auriculatus,D. auriculatus,15.909448999999999,19.628853,-13.054736310878678,13.054736310878678,16.36,0.7063580000000016,4.317591687041578,4.317591687041578,15.909449,../viewer_balanced_qc_curated/index.html?species=D.%20welteri,low,low_image_count; low_specimen_count; size_darkness_selected_top50,11.741516,17.066358,medium,NA,5.324842,45.35054928171116,0,0,5.324842,45.35054928171116,45.35054928171116,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,3.222079997874137,watch,19,6,12,12
