species,filename,specimen_id,image_type,n_nuclei,median_nucleus_area_um2,median_nucleus_iod,cell_source_image_path,nucleus_source_image_path,cell_tile_manifest_path,nucleus_tile_manifest_path,cell_mask_path,nucleus_mask_path,roi_zip_path,cell_run_manifest_path,nucleus_run_manifest_path,raw_imagej_results_path,analysis_ready_image,cell_source_image_exists,nucleus_source_image_exists,source_image_exists,linked_pairs_source_path,linked_pairs_source_sha256
fuscus,Process_371_raw_green.ome.tiff,3373,brightfield,15,42.408,655.843498,cellprofiler_test/data/brightfield/Process_371_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_371_raw_green.ome/tile_y000000_x049152.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_371_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_371_raw_green.ome/tile_y000000_x049152__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_371_raw_green.ome/tile_y000000_x049152__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
fuscus,Process_376_raw_green.ome.tiff,3401,brightfield,16,36.108,428.213053,cellprofiler_test/data/brightfield/Process_376_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_376_raw_green.ome/tile_y012288_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_376_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_376_raw_green.ome/tile_y012288_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_376_raw_green.ome/tile_y012288_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
fuscus,Process_377_raw_green.ome.tiff,3402,brightfield,28,40.2912,500.3618725,cellprofiler_test/data/brightfield/Process_377_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_377_raw_green.ome/tile_y012288_x016384.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_377_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_377_raw_green.ome/tile_y012288_x016384__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_377_raw_green.ome/tile_y012288_x016384__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
gvnigeusgwotli,Process_345_raw_green.ome.tiff,3429,brightfield,251,42.696,682.195065,cellprofiler_test/data/brightfield/Process_345_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_345_raw_green.ome/tile_y008192_x077824.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_345_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_345_raw_green.ome/tile_y008192_x077824__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_345_raw_green.ome/tile_y008192_x077824__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
intermedius,Process_335_raw_green.ome.tiff,3426,brightfield,334,40.1904,810.437887,cellprofiler_test/data/brightfield/Process_335_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_335_raw_green.ome/tile_y000000_x069632.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_335_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_335_raw_green.ome/tile_y000000_x069632__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_335_raw_green.ome/tile_y000000_x069632__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
intermedius,Process_336_raw_green.ome.tiff,3428,brightfield,266,47.1024,833.183298,cellprofiler_test/data/brightfield/Process_336_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_336_raw_green.ome/tile_y008192_x040960.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_336_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_336_raw_green.ome/tile_y008192_x040960__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_336_raw_green.ome/tile_y008192_x040960__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,True,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
kanawha,Process_339_raw_green.ome.tiff,3422,brightfield,191,44.784,850.016344,cellprofiler_test/data/brightfield/Process_339_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_339_raw_green.ome/tile_y028672_x020480.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_339_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_339_raw_green.ome/tile_y028672_x020480__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_339_raw_green.ome/tile_y028672_x020480__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
kanawha,Process_341_raw_green.ome.tiff,3423,brightfield,314,40.6368,695.2758194999999,cellprofiler_test/data/brightfield/Process_341_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_341_raw_green.ome/tile_y008192_x065536.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_341_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_341_raw_green.ome/tile_y008192_x065536__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_341_raw_green.ome/tile_y008192_x065536__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
marmoratus,Process_333_raw_green.ome.tiff,3444,brightfield,165,42.408,813.998848,cellprofiler_test/data/brightfield/Process_333_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_333_raw_green.ome/tile_y008192_x040960.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_333_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_333_raw_green.ome/tile_y008192_x040960__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_333_raw_green.ome/tile_y008192_x040960__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
marmoratus,Process_334_raw_green.ome.tiff,3445,brightfield,250,46.7712,776.0966185,cellprofiler_test/data/brightfield/Process_334_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_334_raw_green.ome/tile_y000000_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_334_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_334_raw_green.ome/tile_y000000_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_334_raw_green.ome/tile_y000000_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
marmoratus,Process_381_raw_green.ome.tiff,3444,brightfield,11,42.2064,483.619013,cellprofiler_test/data/brightfield/Process_381_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_381_raw_green.ome/tile_y000000_x053248.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_381_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_381_raw_green.ome/tile_y000000_x053248__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_381_raw_green.ome/tile_y000000_x053248__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
marmoratus,Process_382_raw_green.ome.tiff,3445,brightfield,13,42.408,525.816819,cellprofiler_test/data/brightfield/Process_382_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_382_raw_green.ome/tile_y008192_x024576.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_382_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_382_raw_green.ome/tile_y008192_x024576__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_382_raw_green.ome/tile_y008192_x024576__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
mavrokoilius,Process_317_raw_green.ome.tiff,3355,brightfield,151,44.2944,627.964415,cellprofiler_test/data/brightfield/Process_317_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_317_raw_green.ome/tile_y053248_x106496.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_317_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_317_raw_green.ome/tile_y053248_x106496__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_317_raw_green.ome/tile_y053248_x106496__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
mavrokoilius,Process_340_raw_green.ome.tiff,3421,brightfield,294,36.295199999999994,600.4297285,cellprofiler_test/data/brightfield/Process_340_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_340_raw_green.ome/tile_y004096_x098304.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_340_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_340_raw_green.ome/tile_y004096_x098304__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_340_raw_green.ome/tile_y004096_x098304__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,True,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
mavrokoilius,Process_373_raw_green.ome.tiff,3355,brightfield,12,40.687200000000004,433.0573725,cellprofiler_test/data/brightfield/Process_373_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_373_raw_green.ome/tile_y000000_x077824.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_373_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_373_raw_green.ome/tile_y000000_x077824__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_373_raw_green.ome/tile_y000000_x077824__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
